customer_id,adviser_id,rank,weekly_hazard,median_weeks_to_placement,survival_w1,survival_w2,survival_w4,survival_w8,survival_w12,survival_w16,survival_w24
CUS-06550,ADV-0222,2,0.0299,22.8,97.0,94.1,88.6,78.4,69.4,61.5,48.2
CUS-06550,ADV-0091,3,0.0293,23.3,97.1,94.2,88.8,78.8,70.0,62.1,49.0
CUS-06551,ADV-0014,1,0.0324,21.0,96.8,93.6,87.7,76.8,67.3,59.0,45.3
CUS-06551,ADV-0127,2,0.0314,21.7,96.9,93.8,88.0,77.5,68.2,60.0,46.5
CUS-06551,ADV-0143,3,0.0327,20.9,96.7,93.6,87.6,76.7,67.1,58.8,45.1
CUS-06552,ADV-0042,1,0.0181,37.9,98.2,96.4,92.9,86.4,80.3,74.6,64.5
CUS-06552,ADV-0187,2,0.0185,37.0,98.1,96.3,92.8,86.1,79.9,74.1,63.8
CUS-06552,ADV-0196,3,0.0183,37.5,98.2,96.4,92.9,86.3,80.1,74.4,64.2
CUS-06553,ADV-0222,1,0.0289,23.6,97.1,94.3,88.9,79.1,70.3,62.5,49.5
CUS-06553,ADV-0056,2,0.0273,25.1,97.3,94.6,89.5,80.2,71.8,64.3,51.5
CUS-06553,ADV-0229,3,0.0277,24.7,97.2,94.5,89.4,79.9,71.4,63.8,51.0
CUS-06554,ADV-0205,1,0.0275,24.9,97.3,94.6,89.4,80.0,71.6,64.0,51.2
CUS-06554,ADV-0065,2,0.0279,24.5,97.2,94.5,89.3,79.8,71.2,63.6,50.7
CUS-06554,ADV-0036,3,0.0294,23.2,97.1,94.2,88.7,78.8,69.9,62.0,48.8
CUS-06555,ADV-0087,1,0.0271,25.3,97.3,94.7,89.6,80.3,72.0,64.5,51.8
CUS-06555,ADV-0062,2,0.0267,25.6,97.3,94.7,89.8,80.6,72.3,64.9,52.3
CUS-06555,ADV-0146,3,0.0274,25.0,97.3,94.6,89.5,80.1,71.7,64.1,51.3
CUS-06556,ADV-0117,1,0.0642,10.4,93.6,87.6,76.7,58.8,45.1,34.6,20.3
CUS-06556,ADV-0032,2,0.0628,10.7,93.7,87.8,77.2,59.5,45.9,35.4,21.1
CUS-06556,ADV-0065,3,0.0614,10.9,93.9,88.1,77.6,60.2,46.8,36.3,21.9
CUS-06557,ADV-0028,1,0.0251,27.3,97.5,95.0,90.3,81.6,73.7,66.6,54.4
CUS-06557,ADV-0116,2,0.0254,27.0,97.5,95.0,90.2,81.4,73.5,66.3,54.0
CUS-06557,ADV-0092,3,0.0254,26.9,97.5,95.0,90.2,81.4,73.4,66.3,53.9
CUS-06558,ADV-0061,1,0.0583,11.5,94.2,88.7,78.6,61.8,48.6,38.2,23.6
CUS-06558,ADV-0206,2,0.0587,11.5,94.1,88.6,78.5,61.6,48.4,38.0,23.4
CUS-06558,ADV-0246,3,0.0586,11.5,94.1,88.6,78.5,61.7,48.5,38.1,23.5
CUS-06559,ADV-0073,1,0.0474,14.3,95.3,90.7,82.3,67.8,55.8,45.9,31.1
CUS-06559,ADV-0141,2,0.0464,14.6,95.4,90.9,82.7,68.4,56.6,46.8,32.0
CUS-06559,ADV-0168,3,0.0471,14.4,95.3,90.8,82.5,68.0,56.1,46.2,31.4
CUS-06560,ADV-0055,1,0.0196,35.1,98.0,96.1,92.4,85.4,78.9,72.9,62.2
CUS-06560,ADV-0240,2,0.0194,35.3,98.1,96.2,92.4,85.5,79.0,73.0,62.4
CUS-06560,ADV-0199,3,0.0195,35.2,98.0,96.1,92.4,85.4,78.9,73.0,62.3
CUS-06561,ADV-0116,1,0.0297,23.0,97.0,94.1,88.6,78.5,69.6,61.7,48.5
CUS-06561,ADV-0163,2,0.0304,22.4,97.0,94.0,88.4,78.1,69.0,61.0,47.6
CUS-06561,ADV-0031,3,0.0287,23.8,97.1,94.3,89.0,79.2,70.5,62.8,49.7
CUS-06562,ADV-0058,1,0.0282,24.3,97.2,94.4,89.2,79.6,71.0,63.3,50.4
CUS-06562,ADV-0025,2,0.0279,24.5,97.2,94.5,89.3,79.7,71.2,63.6,50.7
CUS-06562,ADV-0112,3,0.0266,25.7,97.3,94.7,89.8,80.6,72.4,65.0,52.4
CUS-06563,ADV-0048,1,0.0325,21.0,96.7,93.6,87.6,76.7,67.2,58.9,45.2
CUS-06563,ADV-0056,2,0.0316,21.6,96.8,93.8,87.9,77.3,68.0,59.8,46.2
CUS-06563,ADV-0239,3,0.0338,20.2,96.6,93.4,87.2,76.0,66.2,57.7,43.8
CUS-06564,ADV-0009,1,0.0324,21.0,96.8,93.6,87.6,76.8,67.3,59.0,45.3
CUS-06564,ADV-0186,2,0.0306,22.3,96.9,94.0,88.3,78.0,68.9,60.8,47.4
CUS-06564,ADV-0187,3,0.0323,21.1,96.8,93.7,87.7,76.9,67.5,59.2,45.5
CUS-06565,ADV-0197,1,0.031,22.0,96.9,93.9,88.2,77.7,68.5,60.4,47.0
CUS-06565,ADV-0070,2,0.0318,21.4,96.8,93.7,87.9,77.2,67.8,59.6,46.0
CUS-06565,ADV-0194,3,0.0322,21.2,96.8,93.7,87.7,77.0,67.5,59.3,45.6
CUS-06566,ADV-0209,1,0.0364,18.7,96.4,92.9,86.2,74.3,64.1,55.3,41.1
CUS-06566,ADV-0183,2,0.0364,18.7,96.4,92.8,86.2,74.3,64.1,55.2,41.0
CUS-06566,ADV-0067,3,0.0365,18.6,96.3,92.8,86.2,74.2,64.0,55.1,40.9
CUS-06567,ADV-0150,1,0.0511,13.2,94.9,90.0,81.1,65.7,53.3,43.2,28.4
CUS-06567,ADV-0099,2,0.048,14.1,95.2,90.6,82.1,67.5,55.4,45.5,30.7
CUS-06567,ADV-0081,3,0.0506,13.3,94.9,90.1,81.2,66.0,53.6,43.5,28.7
CUS-06568,ADV-0030,1,0.0779,8.5,92.2,85.0,72.3,52.3,37.8,27.3,14.3
CUS-06568,ADV-0077,2,0.0792,8.4,92.1,84.8,71.9,51.7,37.2,26.7,13.8
CUS-06568,ADV-0202,3,0.0807,8.2,91.9,84.5,71.4,51.0,36.4,26.0,13.3
CUS-06569,ADV-0038,1,0.0305,22.4,97.0,94.0,88.4,78.1,69.0,60.9,47.6
CUS-06569,ADV-0096,2,0.0316,21.6,96.8,93.8,88.0,77.4,68.1,59.9,46.3
CUS-06569,ADV-0225,3,0.0319,21.4,96.8,93.7,87.9,77.2,67.8,59.6,46.0
CUS-06570,ADV-0171,1,0.0298,22.9,97.0,94.1,88.6,78.5,69.6,61.7,48.4
CUS-06570,ADV-0186,2,0.0293,23.3,97.1,94.2,88.8,78.8,70.0,62.1,49.0
CUS-06570,ADV-0219,3,0.0306,22.3,96.9,94.0,88.3,78.0,68.9,60.8,47.4
CUS-06571,ADV-0038,1,0.0161,42.7,98.4,96.8,93.7,87.8,82.3,77.1,67.7
CUS-06571,ADV-0063,2,0.0166,41.5,98.3,96.7,93.5,87.5,81.8,76.6,67.0
CUS-06571,ADV-0235,3,0.0161,42.7,98.4,96.8,93.7,87.8,82.3,77.1,67.7
CUS-06572,ADV-0056,1,0.0248,27.6,97.5,95.1,90.4,81.8,74.0,66.9,54.7
CUS-06572,ADV-0229,2,0.0252,27.1,97.5,95.0,90.3,81.5,73.6,66.5,54.2
CUS-06572,ADV-0162,3,0.0251,27.3,97.5,95.0,90.3,81.6,73.7,66.6,54.4
CUS-06573,ADV-0202,1,0.054,12.5,94.6,89.5,80.1,64.1,51.3,41.1,26.4
CUS-06573,ADV-0014,2,0.0549,12.3,94.5,89.3,79.8,63.7,50.8,40.5,25.8
CUS-06573,ADV-0246,3,0.0531,12.7,94.7,89.7,80.4,64.6,51.9,41.7,27.0
CUS-06574,ADV-0032,1,0.0362,18.8,96.4,92.9,86.3,74.5,64.3,55.5,41.3
CUS-06574,ADV-0233,2,0.0365,18.6,96.3,92.8,86.2,74.2,64.0,55.1,40.9
CUS-06574,ADV-0114,3,0.0348,19.6,96.5,93.2,86.8,75.3,65.4,56.7,42.7
CUS-06575,ADV-0176,1,0.0783,8.5,92.2,84.9,72.2,52.1,37.6,27.1,14.1
CUS-06575,ADV-0202,2,0.0794,8.4,92.1,84.7,71.8,51.6,37.0,26.6,13.7
CUS-06575,ADV-0123,3,0.0773,8.6,92.3,85.1,72.5,52.5,38.1,27.6,14.5
CUS-06576,ADV-0091,1,0.0267,25.6,97.3,94.7,89.7,80.5,72.3,64.9,52.2
CUS-06576,ADV-0100,2,0.0264,25.9,97.4,94.8,89.8,80.7,72.5,65.1,52.6
CUS-06576,ADV-0213,3,0.0271,25.3,97.3,94.7,89.6,80.3,71.9,64.5,51.8
CUS-06577,ADV-0055,1,0.026,26.4,97.4,94.9,90.0,81.0,72.9,65.7,53.2
CUS-06577,ADV-0244,2,0.0244,28.1,97.6,95.2,90.6,82.1,74.3,67.3,55.3
CUS-06577,ADV-0161,3,0.0246,27.9,97.5,95.1,90.5,81.9,74.2,67.2,55.0
CUS-06578,ADV-0186,1,0.0187,36.6,98.1,96.3,92.7,86.0,79.7,73.9,63.5
CUS-06578,ADV-0219,2,0.0196,35.1,98.0,96.1,92.4,85.4,78.9,72.9,62.2
CUS-06578,ADV-0150,3,0.0197,34.8,98.0,96.1,92.4,85.3,78.8,72.7,62.0
CUS-06579,ADV-0072,1,0.0519,13.0,94.8,89.9,80.8,65.3,52.8,42.6,27.8
CUS-06579,ADV-0061,2,0.0493,13.7,95.1,90.4,81.7,66.7,54.5,44.5,29.7
CUS-06579,ADV-0043,3,0.0513,13.2,94.9,90.0,81.0,65.6,53.2,43.1,28.3
CUS-06580,ADV-0055,1,0.0363,18.7,96.4,92.9,86.2,74.4,64.1,55.3,41.1
CUS-06580,ADV-0047,2,0.0347,19.6,96.5,93.2,86.8,75.4,65.4,56.8,42.8
CUS-06580,ADV-0225,3,0.037,18.4,96.3,92.7,86.0,73.9,63.6,54.7,40.4
CUS-06581,ADV-0140,1,0.0332,20.5,96.7,93.5,87.4,76.3,66.7,58.2,44.4
CUS-06581,ADV-0055,2,0.0331,20.6,96.7,93.5,87.4,76.4,66.7,58.3,44.5
CUS-06581,ADV-0079,3,0.0317,21.5,96.8,93.8,87.9,77.3,68.0,59.8,46.2
CUS-06582,ADV-0011,1,0.0328,20.8,96.7,93.6,87.5,76.6,67.0,58.7,44.9
CUS-06582,ADV-0138,2,0.034,20.0,96.6,93.3,87.1,75.8,66.0,57.5,43.6
CUS-06582,ADV-0217,3,0.0332,20.6,96.7,93.5,87.4,76.4,66.7,58.3,44.5
CUS-06583,ADV-0134,1,0.0327,20.8,96.7,93.6,87.5,76.6,67.1,58.7,45.0
CUS-06583,ADV-0239,2,0.0328,20.8,96.7,93.5,87.5,76.6,67.0,58.6,44.9
CUS-06583,ADV-0213,3,0.0323,21.1,96.8,93.6,87.7,76.9,67.4,59.1,45.4
CUS-06584,ADV-0060,1,0.018,38.1,98.2,96.4,93.0,86.5,80.4,74.7,64.6
CUS-06584,ADV-0048,2,0.0177,38.8,98.2,96.5,93.1,86.7,80.7,75.2,65.2
CUS-06584,ADV-0134,3,0.0183,37.5,98.2,96.4,92.9,86.3,80.1,74.4,64.2
CUS-06585,ADV-0223,1,0.0352,19.3,96.5,93.1,86.6,75.1,65.1,56.4,42.3
CUS-06585,ADV-0197,2,0.0355,19.2,96.4,93.0,86.5,74.9,64.8,56.1,42.0
CUS-06585,ADV-0160,3,0.0365,18.6,96.4,92.8,86.2,74.3,64.0,55.2,41.0
CUS-06586,ADV-0100,1,0.0152,45.1,98.5,97.0,94.0,88.4,83.2,78.2,69.2
CUS-06586,ADV-0056,2,0.0148,46.4,98.5,97.1,94.2,88.7,83.6,78.7,69.9
CUS-06586,ADV-0201,3,0.0156,44.1,98.4,96.9,93.9,88.2,82.8,77.8,68.6
CUS-06587,ADV-0077,1,0.0332,20.6,96.7,93.5,87.4,76.4,66.7,58.3,44.5
CUS-06587,ADV-0202,2,0.0338,20.2,96.6,93.4,87.2,76.0,66.2,57.7,43.8
CUS-06587,ADV-0233,3,0.0339,20.1,96.6,93.3,87.1,75.9,66.1,57.6,43.7
CUS-06588,ADV-0140,1,0.0263,26.0,97.4,94.8,89.9,80.8,72.6,65.2,52.7
CUS-06588,ADV-0240,2,0.0261,26.2,97.4,94.8,90.0,80.9,72.8,65.5,53.0
CUS-06588,ADV-0045,3,0.0252,27.2,97.5,95.0,90.3,81.6,73.6,66.5,54.2
CUS-06589,ADV-0011,1,0.0511,13.2,94.9,90.0,81.1,65.7,53.3,43.2,28.4
CUS-06589,ADV-0083,2,0.0512,13.2,94.9,90.0,81.0,65.7,53.2,43.1,28.3
CUS-06589,ADV-0034,3,0.052,13.0,94.8,89.9,80.8,65.2,52.7,42.5,27.8
CUS-06590,ADV-0223,1,0.0609,11.0,93.9,88.2,77.8,60.5,47.0,36.6,22.1
CUS-06590,ADV-0233,2,0.0625,10.7,93.7,87.9,77.2,59.7,46.1,35.6,21.2
CUS-06590,ADV-0127,3,0.0612,11.0,93.9,88.1,77.7,60.3,46.9,36.4,22.0
CUS-06591,ADV-0205,1,0.0628,10.7,93.7,87.8,77.2,59.5,45.9,35.4,21.1
CUS-06591,ADV-0246,2,0.0644,10.4,93.6,87.5,76.6,58.7,45.0,34.5,20.2
CUS-06591,ADV-0065,3,0.0636,10.5,93.6,87.7,76.9,59.1,45.4,34.9,20.6
CUS-06592,ADV-0062,1,0.0272,25.1,97.3,94.6,89.6,80.2,71.8,64.3,51.6
CUS-06592,ADV-0070,2,0.0274,25.0,97.3,94.6,89.5,80.1,71.7,64.2,51.4
CUS-06592,ADV-0090,3,0.0271,25.2,97.3,94.6,89.6,80.3,71.9,64.4,51.7
CUS-06593,ADV-0019,1,0.0284,24.0,97.2,94.4,89.1,79.4,70.8,63.1,50.1
CUS-06593,ADV-0047,2,0.0264,25.9,97.4,94.8,89.8,80.7,72.5,65.1,52.6
CUS-06593,ADV-0244,3,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.1
CUS-06594,ADV-0222,1,0.0395,17.2,96.0,92.3,85.1,72.4,61.6,52.5,38.0
CUS-06594,ADV-0071,2,0.0399,17.0,96.0,92.2,85.0,72.2,61.4,52.1,37.7
CUS-06594,ADV-0229,3,0.0378,18.0,96.2,92.6,85.7,73.4,62.9,53.9,39.6
CUS-06595,ADV-0019,1,0.0281,24.3,97.2,94.5,89.2,79.6,71.0,63.4,50.5
CUS-06595,ADV-0055,2,0.0273,25.0,97.3,94.6,89.5,80.1,71.7,64.2,51.4
CUS-06595,ADV-0209,3,0.0274,24.9,97.3,94.6,89.5,80.0,71.6,64.1,51.3
CUS-06596,ADV-0053,1,0.0581,11.6,94.2,88.7,78.7,61.9,48.7,38.3,23.7
CUS-06596,ADV-0022,2,0.0584,11.5,94.2,88.7,78.6,61.8,48.6,38.2,23.6
CUS-06596,ADV-0139,3,0.0581,11.6,94.2,88.7,78.7,61.9,48.8,38.4,23.8
CUS-06597,ADV-0087,1,0.0373,18.2,96.3,92.7,85.9,73.8,63.4,54.4,40.2
CUS-06597,ADV-0205,2,0.0349,19.5,96.5,93.1,86.8,75.3,65.3,56.6,42.6
CUS-06597,ADV-0160,3,0.037,18.4,96.3,92.7,86.0,74.0,63.6,54.7,40.5
CUS-06598,ADV-0225,1,0.04,17.0,96.0,92.2,84.9,72.1,61.3,52.0,37.5
CUS-06598,ADV-0096,2,0.0397,17.1,96.0,92.2,85.1,72.3,61.5,52.3,37.9
CUS-06598,ADV-0098,3,0.0392,17.3,96.1,92.3,85.2,72.6,61.9,52.7,38.3
CUS-06599,ADV-0131,1,0.046,14.7,95.4,91.0,82.8,68.6,56.8,47.1,32.3
CUS-06599,ADV-0187,2,0.0473,14.3,95.3,90.8,82.4,67.9,55.9,46.0,31.2
CUS-06599,ADV-0074,3,0.0464,14.6,95.4,90.9,82.7,68.4,56.6,46.8,32.0
CUS-06600,ADV-0104,1,0.0146,47.2,98.5,97.1,94.3,88.9,83.9,79.1,70.3
CUS-06600,ADV-0081,2,0.0142,48.3,98.6,97.2,94.4,89.2,84.2,79.5,70.9
CUS-06600,ADV-0051,3,0.0134,51.4,98.7,97.3,94.8,89.8,85.1,80.6,72.4
CUS-06601,ADV-0091,1,0.0325,21.0,96.7,93.6,87.6,76.8,67.3,58.9,45.2
CUS-06601,ADV-0229,2,0.0318,21.4,96.8,93.7,87.9,77.2,67.9,59.6,46.0
CUS-06601,ADV-0201,3,0.0329,20.7,96.7,93.5,87.5,76.5,66.9,58.5,44.8
CUS-06602,ADV-0159,1,0.0211,32.5,97.9,95.8,91.8,84.3,77.4,71.1,60.0
CUS-06602,ADV-0069,2,0.0212,32.3,97.9,95.8,91.8,84.2,77.3,70.9,59.7
CUS-06602,ADV-0125,3,0.0209,32.8,97.9,95.9,91.9,84.4,77.6,71.3,60.2
CUS-06603,ADV-0222,1,0.0429,15.8,95.7,91.6,83.9,70.4,59.1,49.6,34.9
CUS-06603,ADV-0100,2,0.0416,16.3,95.8,91.9,84.4,71.2,60.1,50.7,36.1
CUS-06603,ADV-0023,3,0.0423,16.0,95.8,91.7,84.1,70.8,59.5,50.1,35.4
CUS-06604,ADV-0072,1,0.0646,10.4,93.5,87.5,76.6,58.6,44.9,34.4,20.1
CUS-06604,ADV-0182,2,0.0637,10.5,93.6,87.7,76.9,59.1,45.4,34.9,20.6
CUS-06604,ADV-0115,3,0.0634,10.6,93.7,87.7,76.9,59.2,45.6,35.1,20.8
CUS-06605,ADV-0116,1,0.0404,16.8,96.0,92.1,84.8,71.9,61.0,51.7,37.2
CUS-06605,ADV-0053,2,0.0393,17.3,96.1,92.3,85.2,72.6,61.8,52.7,38.2
CUS-06605,ADV-0022,3,0.0394,17.2,96.1,92.3,85.1,72.5,61.7,52.5,38.1
CUS-06606,ADV-0140,1,0.0167,41.3,98.3,96.7,93.5,87.4,81.7,76.4,66.8
CUS-06606,ADV-0047,2,0.0159,43.3,98.4,96.8,93.8,88.0,82.5,77.4,68.1
CUS-06606,ADV-0095,3,0.0163,42.1,98.4,96.8,93.6,87.6,82.1,76.8,67.3
CUS-06607,ADV-0187,1,0.0218,31.5,97.8,95.7,91.6,83.9,76.8,70.3,59.0
CUS-06607,ADV-0069,2,0.0213,32.2,97.9,95.8,91.7,84.2,77.2,70.9,59.7
CUS-06607,ADV-0196,3,0.0215,31.9,97.9,95.7,91.7,84.0,77.0,70.6,59.4
CUS-06608,ADV-0205,1,0.0366,18.6,96.3,92.8,86.1,74.2,63.9,55.1,40.8
CUS-06608,ADV-0077,2,0.0375,18.1,96.2,92.6,85.8,73.6,63.2,54.2,39.9
CUS-06608,ADV-0233,3,0.0384,17.7,96.2,92.5,85.5,73.1,62.5,53.5,39.1
CUS-06609,ADV-0028,1,0.0551,12.2,94.5,89.3,79.7,63.6,50.7,40.4,25.7
CUS-06609,ADV-0116,2,0.0557,12.1,94.4,89.2,79.5,63.2,50.3,40.0,25.3
CUS-06609,ADV-0053,3,0.0542,12.4,94.6,89.5,80.0,64.0,51.2,41.0,26.3
CUS-06610,ADV-0182,1,0.0487,13.9,95.1,90.5,81.9,67.0,54.9,45.0,30.1
CUS-06610,ADV-0070,2,0.0487,13.9,95.1,90.5,81.9,67.1,54.9,45.0,30.2
CUS-06610,ADV-0224,3,0.0482,14.0,95.2,90.6,82.1,67.4,55.3,45.4,30.6
CUS-06611,ADV-0134,1,0.0323,21.1,96.8,93.6,87.7,76.9,67.4,59.1,45.4
CUS-06611,ADV-0170,2,0.0311,22.0,96.9,93.9,88.1,77.7,68.5,60.4,46.9
CUS-06611,ADV-0226,3,0.0313,21.8,96.9,93.8,88.1,77.5,68.3,60.1,46.6
CUS-06612,ADV-0134,1,0.0269,25.4,97.3,94.7,89.7,80.4,72.1,64.7,52.0
CUS-06612,ADV-0222,2,0.0268,25.5,97.3,94.7,89.7,80.5,72.2,64.8,52.1
CUS-06612,ADV-0229,3,0.0256,26.7,97.4,94.9,90.1,81.2,73.2,66.0,53.6
CUS-06613,ADV-0140,1,0.0244,28.0,97.6,95.2,90.6,82.1,74.3,67.3,55.2
CUS-06613,ADV-0095,2,0.024,28.6,97.6,95.3,90.8,82.4,74.8,67.8,55.9
CUS-06613,ADV-0240,3,0.0242,28.3,97.6,95.2,90.7,82.2,74.5,67.6,55.5
CUS-06614,ADV-0048,1,0.0356,19.1,96.4,93.0,86.5,74.8,64.7,56.0,41.9
CUS-06614,ADV-0056,2,0.0346,19.7,96.5,93.2,86.9,75.4,65.5,56.9,42.9
CUS-06614,ADV-0170,3,0.0354,19.2,96.5,93.0,86.6,75.0,64.9,56.2,42.1
CUS-06615,ADV-0182,1,0.0353,19.3,96.5,93.1,86.6,75.0,65.0,56.3,42.2
CUS-06615,ADV-0014,2,0.0353,19.3,96.5,93.1,86.6,75.0,65.0,56.3,42.2
CUS-06615,ADV-0061,3,0.034,20.0,96.6,93.3,87.1,75.8,66.0,57.5,43.6
CUS-06616,ADV-0048,1,0.0303,22.5,97.0,94.0,88.4,78.2,69.1,61.1,47.8
CUS-06616,ADV-0100,2,0.0303,22.5,97.0,94.0,88.4,78.2,69.1,61.1,47.8
CUS-06616,ADV-0071,3,0.0316,21.6,96.8,93.8,88.0,77.4,68.1,59.9,46.3
CUS-06617,ADV-0117,1,0.0373,18.2,96.3,92.7,85.9,73.8,63.3,54.4,40.1
CUS-06617,ADV-0030,2,0.0355,19.2,96.5,93.0,86.5,74.9,64.8,56.1,42.0
CUS-06617,ADV-0014,3,0.0373,18.2,96.3,92.7,85.9,73.8,63.4,54.4,40.1
CUS-06618,ADV-0100,1,0.0248,27.6,97.5,95.1,90.5,81.8,74.0,66.9,54.8
CUS-06618,ADV-0056,2,0.0241,28.4,97.6,95.2,90.7,82.3,74.6,67.7,55.7
CUS-06618,ADV-0229,3,0.0245,28.0,97.6,95.2,90.6,82.0,74.3,67.3,55.2
CUS-06619,ADV-0055,1,0.0304,22.5,97.0,94.0,88.4,78.1,69.1,61.1,47.7
CUS-06619,ADV-0225,2,0.0309,22.1,96.9,93.9,88.2,77.8,68.6,60.5,47.0
CUS-06619,ADV-0079,3,0.029,23.5,97.1,94.3,88.9,79.0,70.2,62.4,49.3
CUS-06620,ADV-0038,1,0.0227,30.2,97.7,95.5,91.2,83.2,76.0,69.3,57.7
CUS-06620,ADV-0225,2,0.0237,28.9,97.6,95.3,90.9,82.5,75.0,68.1,56.3
CUS-06620,ADV-0063,3,0.0233,29.4,97.7,95.4,91.0,82.8,75.4,68.6,56.8
CUS-06621,ADV-0048,1,0.0214,32.0,97.9,95.8,91.7,84.1,77.1,70.7,59.5
CUS-06621,ADV-0170,2,0.0213,32.2,97.9,95.8,91.8,84.2,77.2,70.9,59.7
CUS-06621,ADV-0023,3,0.0218,31.5,97.8,95.7,91.6,83.9,76.8,70.3,59.0
CUS-06622,ADV-0056,1,0.0183,37.6,98.2,96.4,92.9,86.3,80.2,74.5,64.3
CUS-06622,ADV-0226,2,0.0188,36.5,98.1,96.3,92.7,85.9,79.6,73.8,63.4
CUS-06622,ADV-0158,3,0.019,36.2,98.1,96.2,92.6,85.8,79.5,73.6,63.2
CUS-06623,ADV-0009,1,0.0343,19.9,96.6,93.3,87.0,75.7,65.8,57.2,43.3
CUS-06623,ADV-0187,2,0.0341,20.0,96.6,93.3,87.0,75.8,66.0,57.4,43.5
CUS-06623,ADV-0074,3,0.0334,20.4,96.7,93.4,87.3,76.2,66.5,58.1,44.2
CUS-06624,ADV-0038,1,0.0383,17.7,96.2,92.5,85.5,73.1,62.5,53.5,39.1
CUS-06624,ADV-0111,2,0.0372,18.3,96.3,92.7,85.9,73.8,63.4,54.5,40.2
CUS-06624,ADV-0183,3,0.0395,17.2,96.0,92.3,85.1,72.4,61.6,52.5,38.0
CUS-06625,ADV-0123,1,0.0507,13.3,94.9,90.1,81.2,66.0,53.6,43.5,28.7
CUS-06625,ADV-0206,2,0.0513,13.2,94.9,90.0,81.0,65.6,53.1,43.0,28.2
CUS-06625,ADV-0211,3,0.0524,12.9,94.8,89.8,80.6,65.0,52.4,42.3,27.5
CUS-06626,ADV-0009,1,0.033,20.7,96.7,93.5,87.5,76.5,66.9,58.5,44.7
CUS-06626,ADV-0171,2,0.0316,21.6,96.8,93.8,87.9,77.3,68.0,59.8,46.3
CUS-06626,ADV-0241,3,0.0305,22.4,97.0,94.0,88.4,78.1,69.0,61.0,47.6
CUS-06627,ADV-0009,1,0.0424,16.0,95.8,91.7,84.1,70.7,59.5,50.0,35.4
CUS-06627,ADV-0081,2,0.0417,16.3,95.8,91.8,84.3,71.1,60.0,50.6,36.0
CUS-06627,ADV-0174,3,0.0412,16.5,95.9,91.9,84.5,71.4,60.4,51.0,36.5
CUS-06628,ADV-0117,1,0.0208,33.0,97.9,95.9,91.9,84.5,77.7,71.5,60.4
CUS-06628,ADV-0039,2,0.0205,33.5,98.0,95.9,92.1,84.8,78.0,71.8,60.9
CUS-06628,ADV-0066,3,0.02,34.3,98.0,96.0,92.2,85.1,78.4,72.4,61.5
CUS-06629,ADV-0009,1,0.0398,17.1,96.0,92.2,85.0,72.2,61.4,52.2,37.7
CUS-06629,ADV-0008,2,0.0371,18.3,96.3,92.7,86.0,73.9,63.5,54.6,40.3
CUS-06629,ADV-0171,3,0.0382,17.8,96.2,92.5,85.6,73.2,62.7,53.6,39.3
CUS-06630,ADV-0203,1,0.0256,26.7,97.4,94.9,90.2,81.3,73.3,66.0,53.7
CUS-06630,ADV-0023,2,0.0254,26.9,97.5,95.0,90.2,81.4,73.4,66.2,53.9
CUS-06630,ADV-0071,3,0.026,26.3,97.4,94.9,90.0,81.0,72.9,65.6,53.1
CUS-06631,ADV-0072,1,0.0449,15.1,95.5,91.2,83.2,69.3,57.6,48.0,33.2
CUS-06631,ADV-0182,2,0.0442,15.3,95.6,91.4,83.4,69.6,58.1,48.5,33.8
CUS-06631,ADV-0233,3,0.0437,15.5,95.6,91.5,83.6,69.9,58.5,48.9,34.2
CUS-06632,ADV-0182,1,0.0166,41.5,98.3,96.7,93.5,87.5,81.8,76.5,66.9
CUS-06632,ADV-0143,2,0.0167,41.1,98.3,96.7,93.5,87.4,81.7,76.4,66.7
CUS-06632,ADV-0147,3,0.0163,42.2,98.4,96.8,93.6,87.7,82.1,76.9,67.4
CUS-06633,ADV-0222,1,0.0463,14.6,95.4,90.9,82.7,68.4,56.6,46.8,32.0
CUS-06633,ADV-0100,2,0.0449,15.1,95.5,91.2,83.2,69.2,57.6,47.9,33.2
CUS-06633,ADV-0203,3,0.046,14.7,95.4,91.0,82.8,68.6,56.9,47.1,32.3
CUS-06634,ADV-0087,1,0.0409,16.6,95.9,92.0,84.6,71.6,60.6,51.3,36.7
CUS-06634,ADV-0146,2,0.0414,16.4,95.9,91.9,84.5,71.3,60.2,50.9,36.3
CUS-06634,ADV-0202,3,0.0399,17.0,96.0,92.2,85.0,72.2,61.3,52.1,37.6
CUS-06635,ADV-0056,1,0.0614,10.9,93.9,88.1,77.6,60.2,46.7,36.3,21.8
CUS-06635,ADV-0170,2,0.0628,10.7,93.7,87.8,77.1,59.5,45.9,35.4,21.1
CUS-06635,ADV-0071,3,0.0658,10.2,93.4,87.3,76.2,58.0,44.2,33.7,19.5
CUS-06636,ADV-0069,1,0.0232,29.5,97.7,95.4,91.0,82.9,75.5,68.7,56.9
CUS-06636,ADV-0008,2,0.0222,30.9,97.8,95.6,91.4,83.6,76.4,69.8,58.3
CUS-06636,ADV-0081,3,0.0234,29.3,97.7,95.4,91.0,82.7,75.2,68.4,56.6
CUS-06637,ADV-0064,1,0.0304,22.5,97.0,94.0,88.4,78.1,69.1,61.1,47.7
CUS-06637,ADV-0079,2,0.0292,23.4,97.1,94.3,88.8,78.9,70.1,62.3,49.2
CUS-06637,ADV-0052,3,0.0302,22.6,97.0,94.0,88.5,78.2,69.2,61.2,47.9
