journey_id,customer_id,adviser_id,region_key,started_date,current_stage,journey_state,success_probability,scenario_band,outcome,days_to_placement,placed_date,sustainability_pct,sms_reply_pct,push_open_pct,plan_completion_3,cv_progress_pct,vacancies_saved,sessions_attended_3,open_barriers
JNY-06614,CUS-06614,ADV-0025,derbyshire-notts,2026-02-02,offer,Progressing,88.3,drifting,Placed - in progress,105,2026-05-18,72,62.5,42.9,1,45.0,1,1,0
JNY-06615,CUS-06615,ADV-0040,south-east-london,2026-04-23,skills,Failure,17.6,atrisk,Withdrawn,176,2026-10-16,42,36.1,30.5,0,17.8,1,1,3
JNY-06616,CUS-06616,ADV-0152,derbyshire-notts,2025-12-06,jobmatch,Failure,27.0,atrisk,Placed - dropped,200,2026-06-24,30,34.2,28.5,0,35.6,1,1,2
JNY-06617,CUS-06617,ADV-0030,south-east-london,2025-12-01,diagnostic,Failure,14.0,atrisk,Withdrawn,86,2026-02-25,32,24.3,33.3,1,39.2,1,1,4
JNY-06618,CUS-06618,ADV-0056,derbyshire-notts,2025-11-02,skills,Failure,9.0,atrisk,Withdrawn,153,2026-04-04,32,27.4,24.0,0,25.2,1,1,2
JNY-06619,CUS-06619,ADV-0167,wales,2025-09-09,insupport,Success,98.6,ontrack,Sustained 6mo+,55,2025-11-03,92,86.5,89.0,3,84.0,12,2,0
JNY-06620,CUS-06620,ADV-0038,wales,2025-11-06,insupport,Success,97.8,drifting,Sustained 6mo+,119,2026-03-05,68,51.8,48.6,1,61.1,2,2,1
JNY-06621,CUS-06621,ADV-0102,derbyshire-notts,2025-09-11,diagnostic,Stalled,49.5,drifting,Ongoing,0,1970-01-01,66,57.1,43.6,2,69.0,3,2,0
JNY-06622,CUS-06622,ADV-0226,derbyshire-notts,2026-05-05,actionplan,Paused,35.5,atrisk,Ongoing,0,1970-01-01,51,23.4,29.7,0,11.2,1,1,4
JNY-06623,CUS-06623,ADV-0187,south-yorkshire,2025-12-12,actionplan,Failure,8.5,atrisk,Withdrawn,126,2026-04-17,54,19.2,21.4,0,15.6,2,1,4
JNY-06624,CUS-06624,ADV-0157,wales,2026-01-15,insupport,Success,96.4,drifting,Sustained 6mo+,74,2026-03-30,62,57.8,62.2,1,51.1,1,2,0
JNY-06625,CUS-06625,ADV-0236,south-east-london,2026-03-16,referral,Failure,30.1,atrisk,Placed - dropped,192,2026-09-24,41,26.4,16.1,0,43.9,3,1,4
JNY-06626,CUS-06626,ADV-0009,south-yorkshire,2025-09-30,actionplan,Failure,24.0,atrisk,Placed - dropped,103,2026-01-11,42,37.9,33.9,0,28.9,1,1,3
JNY-06627,CUS-06627,ADV-0009,south-yorkshire,2026-05-05,actionplan,Failure,15.4,atrisk,Placed - dropped,126,2026-09-08,42,29.5,34.7,0,32.2,0,1,4
JNY-06628,CUS-06628,ADV-0066,south-east-london,2025-11-25,skills,Failure,5.2,atrisk,Withdrawn,160,2026-05-04,21,40.0,5.5,0,17.9,2,0,4
JNY-06629,CUS-06629,ADV-0008,south-yorkshire,2026-04-01,offer,Progressing,86.6,drifting,Placed - in progress,74,2026-06-14,72,67.2,52.0,2,57.3,5,2,0
JNY-06630,CUS-06630,ADV-0102,derbyshire-notts,2026-01-08,nudgeFirstDay,Progressing,90.8,drifting,Placed - in progress,102,2026-04-20,63,59.9,45.4,1,65.6,1,1,1
JNY-06631,CUS-06631,ADV-0224,south-east-london,2026-01-22,actionplan,Failure,25.4,drifting,Placed - dropped,112,2026-05-14,68,46.1,46.9,1,55.5,2,1,0
JNY-06632,CUS-06632,ADV-0040,south-east-london,2026-01-29,skills,Paused,25.8,atrisk,Ongoing,0,1970-01-01,40,29.2,11.2,1,12.9,3,1,2
JNY-06633,CUS-06633,ADV-0201,derbyshire-notts,2025-10-07,referral,Failure,29.3,drifting,Placed - dropped,92,2026-01-07,71,61.5,42.0,1,50.5,4,2,0
JNY-06634,CUS-06634,ADV-0057,south-east-london,2025-09-11,nudgeFirstDay,Progressing,75.8,drifting,Placed - in progress,85,2025-12-05,48,57.7,51.8,2,44.0,1,1,0
JNY-06635,CUS-06635,ADV-0170,derbyshire-notts,2025-11-02,insupport,Success,96.0,ontrack,Sustained 6mo+,51,2025-12-23,83,85.7,81.9,2,97.1,5,3,0
JNY-06636,CUS-06636,ADV-0149,south-yorkshire,2025-12-30,diagnostic,Stalled,36.8,atrisk,Ongoing,0,1970-01-01,22,35.9,21.5,1,23.6,0,0,3
JNY-06637,CUS-06637,ADV-0079,wales,2025-12-31,offer,Progressing,86.8,atrisk,Placed - in progress,166,2026-06-15,53,33.1,34.9,0,38.3,0,1,2
JNY-06638,CUS-06638,ADV-0104,south-yorkshire,2025-11-08,diagnostic,Failure,25.1,atrisk,Placed - dropped,193,2026-05-20,40,26.9,30.5,0,12.5,1,1,2
JNY-06639,CUS-06639,ADV-0222,derbyshire-notts,2026-02-11,skills,Failure,21.4,drifting,Placed - dropped,69,2026-04-21,77,66.9,47.5,1,43.6,3,2,0
JNY-06640,CUS-06640,ADV-0222,derbyshire-notts,2025-12-28,offer,Progressing,90.5,atrisk,Placed - in progress,154,2026-05-31,38,34.6,15.4,0,27.5,0,1,3
JNY-06641,CUS-06641,ADV-0235,wales,2026-01-26,diagnostic,Failure,18.2,drifting,Placed - dropped,66,2026-04-02,68,66.4,64.2,2,65.7,2,2,0
JNY-06642,CUS-06642,ADV-0174,south-yorkshire,2025-11-21,actionplan,Failure,22.6,atrisk,Placed - dropped,162,2026-05-02,19,17.3,14.1,0,29.1,0,1,4
JNY-06643,CUS-06643,ADV-0082,south-yorkshire,2025-09-13,jobmatch,Failure,22.4,atrisk,Placed - dropped,157,2026-02-17,34,31.7,17.4,0,28.3,2,1,2
JNY-06644,CUS-06644,ADV-0239,derbyshire-notts,2025-12-06,skills,Stalled,34.3,atrisk,Ongoing,0,1970-01-01,49,29.8,31.1,0,43.0,3,0,4
JNY-06645,CUS-06645,ADV-0228,south-east-london,2025-09-01,routerCheck,Regressing,28.6,atrisk,Ongoing,0,1970-01-01,32,36.0,33.6,0,29.5,2,0,3
JNY-06646,CUS-06646,ADV-0152,derbyshire-notts,2025-09-28,jobmatch,Progressing,80.0,ontrack,Placed - in progress,45,2025-11-12,86,90.3,83.2,2,89.5,12,3,0
JNY-06647,CUS-06647,ADV-0154,north-london,2026-04-04,actionplan,Paused,33.6,atrisk,Ongoing,0,1970-01-01,38,20.9,34.1,1,19.6,3,1,4
JNY-06648,CUS-06648,ADV-0206,south-east-london,2025-11-13,jobmatch,Failure,15.9,atrisk,Withdrawn,163,2026-04-25,48,21.8,8.3,0,13.0,2,0,2
JNY-06649,CUS-06649,ADV-0048,derbyshire-notts,2026-04-01,jobmatch,Regressing,30.4,atrisk,Ongoing,0,1970-01-01,44,17.6,20.2,1,15.9,1,1,3
JNY-06650,CUS-06650,ADV-0169,south-east-london,2026-02-03,skills,Failure,4.7,atrisk,Sanctioned referral,208,2026-08-30,32,29.9,5.3,0,41.9,0,1,2
JNY-06651,CUS-06651,ADV-0204,north-london,2026-03-11,referral,Failure,33.0,atrisk,Placed - dropped,218,2026-10-15,42,29.0,22.7,0,26.2,3,1,3
JNY-06652,CUS-06652,ADV-0081,south-yorkshire,2026-01-16,actionplan,Stalled,28.1,atrisk,Ongoing,0,1970-01-01,38,11.1,28.1,0,42.3,0,0,2
JNY-06653,CUS-06653,ADV-0231,derbyshire-notts,2026-03-23,insupport,Success,95.4,drifting,Sustained 6mo+,63,2026-05-25,64,68.1,43.9,2,67.1,5,2,0
JNY-06654,CUS-06654,ADV-0237,south-east-london,2025-11-06,jobmatch,Failure,7.0,atrisk,Withdrawn,164,2026-04-19,28,20.3,12.1,0,26.2,2,1,3
JNY-06655,CUS-06655,ADV-0118,south-yorkshire,2026-01-27,diagnostic,Failure,26.9,drifting,Placed - dropped,71,2026-04-08,77,57.8,44.9,1,60.2,2,2,0
JNY-06656,CUS-06656,ADV-0002,derbyshire-notts,2026-02-27,actionplan,Stalled,24.7,atrisk,Ongoing,0,1970-01-01,27,32.8,8.7,0,21.0,1,1,2
JNY-06657,CUS-06657,ADV-0147,south-east-london,2025-10-09,jobmatch,Failure,18.6,atrisk,Placed - dropped,114,2026-01-31,40,13.4,14.9,0,19.6,1,0,4
JNY-06658,CUS-06658,ADV-0158,derbyshire-notts,2025-12-06,insupport,Success,96.9,drifting,Sustained 6mo+,85,2026-03-01,73,64.1,49.5,2,41.8,2,2,1
JNY-06659,CUS-06659,ADV-0127,south-east-london,2025-10-17,nudgeFirstDay,Progressing,88.0,ontrack,Placed - in progress,47,2025-12-03,89,83.2,89.4,3,91.6,6,3,0
JNY-06660,CUS-06660,ADV-0190,wales,2026-02-22,insupport,Success,95.6,ontrack,Sustained 6mo+,39,2026-04-02,77,90.3,77.5,3,83.4,7,2,0
JNY-06661,CUS-06661,ADV-0203,derbyshire-notts,2026-01-15,interview,Progressing,72.9,atrisk,Placed - in progress,178,2026-07-12,41,33.9,5.3,0,32.3,1,0,3
JNY-06662,CUS-06662,ADV-0193,north-london,2026-05-06,nudgeFirstDay,Progressing,77.5,drifting,Placed - in progress,91,2026-08-05,68,46.9,46.7,1,67.7,2,1,0
JNY-06663,CUS-06663,ADV-0049,south-yorkshire,2025-12-23,interview,Progressing,85.9,atrisk,Placed - in progress,158,2026-05-30,31,21.7,33.3,0,11.0,0,0,2
JNY-06664,CUS-06664,ADV-0203,derbyshire-notts,2025-11-14,diagnostic,Stalled,32.3,atrisk,Ongoing,0,1970-01-01,37,25.0,8.4,0,41.6,0,0,4
JNY-06665,CUS-06665,ADV-0077,south-east-london,2026-04-24,skills,Stalled,30.1,atrisk,Ongoing,0,1970-01-01,46,20.8,20.6,1,25.1,1,1,3
JNY-06666,CUS-06666,ADV-0075,derbyshire-notts,2025-10-02,actionplan,Stalled,17.8,atrisk,Ongoing,0,1970-01-01,36,33.5,16.1,0,43.9,2,0,3
JNY-06667,CUS-06667,ADV-0020,south-yorkshire,2025-10-25,skills,Failure,13.9,atrisk,Withdrawn,158,2026-04-01,41,21.3,30.5,1,40.0,1,0,3
JNY-06668,CUS-06668,ADV-0231,derbyshire-notts,2025-11-01,skills,Stalled,28.6,atrisk,Ongoing,0,1970-01-01,50,11.6,30.4,1,38.8,0,0,4
JNY-06669,CUS-06669,ADV-0005,south-yorkshire,2025-12-06,diagnostic,Failure,16.2,atrisk,Withdrawn,159,2026-05-14,41,20.1,30.8,0,26.1,1,1,2
JNY-06670,CUS-06670,ADV-0022,north-london,2026-03-01,actionplan,Paused,53.7,drifting,Ongoing,0,1970-01-01,62,56.1,40.2,2,61.7,5,1,0
JNY-06671,CUS-06671,ADV-0025,derbyshire-notts,2026-02-21,offer,Progressing,89.3,ontrack,Placed - in progress,51,2026-04-13,82,93.2,76.8,3,89.4,8,3,0
JNY-06672,CUS-06672,ADV-0202,south-east-london,2026-04-18,actionplan,Stalled,20.1,atrisk,Ongoing,0,1970-01-01,23,30.4,8.4,0,42.9,0,1,3
JNY-06673,CUS-06673,ADV-0119,south-east-london,2026-01-17,insupport,Success,95.3,drifting,Sustained 6mo+,88,2026-04-15,65,61.4,59.3,1,73.2,1,2,0
JNY-06674,CUS-06674,ADV-0164,south-east-london,2026-05-12,jobmatch,Regressing,34.6,atrisk,Ongoing,0,1970-01-01,38,19.8,26.2,1,31.2,3,1,4
JNY-06675,CUS-06675,ADV-0118,south-yorkshire,2025-10-04,skills,Regressing,18.1,atrisk,Ongoing,0,1970-01-01,43,22.7,15.3,0,35.8,1,0,2
JNY-06676,CUS-06676,ADV-0084,south-east-london,2026-03-29,routerCheck,Regressing,33.1,atrisk,Ongoing,0,1970-01-01,32,10.2,8.9,1,18.8,1,1,3
JNY-06677,CUS-06677,ADV-0020,south-yorkshire,2026-02-27,interview,Progressing,75.4,atrisk,Placed - in progress,118,2026-06-25,23,19.8,30.1,1,33.7,0,1,3
JNY-06678,CUS-06678,ADV-0025,derbyshire-notts,2025-10-20,diagnostic,Failure,28.3,atrisk,Placed - dropped,170,2026-04-08,45,36.7,32.7,0,24.6,1,1,4
JNY-06679,CUS-06679,ADV-0202,south-east-london,2026-02-28,actionplan,Paused,20.0,atrisk,Ongoing,0,1970-01-01,32,23.1,11.1,1,44.7,0,1,3
JNY-06680,CUS-06680,ADV-0038,wales,2025-10-17,routerCheck,Regressing,30.1,atrisk,Ongoing,0,1970-01-01,25,39.3,32.1,0,13.1,0,0,3
JNY-06681,CUS-06681,ADV-0095,wales,2025-10-19,diagnostic,Failure,2.4,atrisk,Sanctioned referral,229,2026-06-05,33,30.4,25.7,0,30.4,1,0,3
JNY-06682,CUS-06682,ADV-0028,north-london,2026-01-11,jobmatch,Progressing,72.2,drifting,Placed - in progress,104,2026-04-25,65,49.0,52.0,1,47.9,5,2,0
JNY-06683,CUS-06683,ADV-0242,south-yorkshire,2025-09-22,actionplan,Stalled,27.2,atrisk,Ongoing,0,1970-01-01,49,31.1,19.0,1,42.9,1,1,3
JNY-06684,CUS-06684,ADV-0240,wales,2025-09-27,skills,Paused,14.7,atrisk,Ongoing,0,1970-01-01,54,19.2,33.5,1,19.3,0,1,2
JNY-06685,CUS-06685,ADV-0122,north-london,2025-11-23,referral,Failure,12.5,atrisk,Withdrawn,169,2026-05-11,42,23.0,25.9,1,30.1,3,1,2
JNY-06686,CUS-06686,ADV-0122,north-london,2026-03-31,jobmatch,Progressing,76.4,ontrack,Placed - in progress,47,2026-05-17,80,83.4,84.7,3,95.6,5,3,0
JNY-06687,CUS-06687,ADV-0025,derbyshire-notts,2026-03-22,routerCheck,Regressing,15.5,atrisk,Ongoing,0,1970-01-01,15,18.7,16.3,0,36.0,0,0,3
JNY-06688,CUS-06688,ADV-0130,south-east-london,2025-12-25,routerCheck,Regressing,45.1,drifting,Ongoing,0,1970-01-01,53,54.9,42.6,1,73.4,1,1,0
JNY-06689,CUS-06689,ADV-0001,wales,2025-09-23,insupport,Success,98.5,ontrack,Sustained 6mo+,36,2025-10-29,82,88.3,91.7,3,83.2,5,2,0
JNY-06690,CUS-06690,ADV-0058,derbyshire-notts,2026-03-13,skills,Failure,17.0,drifting,Placed - dropped,96,2026-06-17,76,56.5,59.3,1,70.4,5,1,0
JNY-06691,CUS-06691,ADV-0130,south-east-london,2026-04-13,jobmatch,Progressing,70.1,drifting,Placed - in progress,69,2026-06-21,78,55.0,45.9,1,66.1,4,1,0
JNY-06692,CUS-06692,ADV-0084,south-east-london,2026-04-25,insupport,Success,97.1,ontrack,Sustained 6mo+,35,2026-05-30,88,83.8,91.4,3,94.5,8,3,0
JNY-06693,CUS-06693,ADV-0154,north-london,2026-01-06,insupport,Success,98.5,ontrack,Sustained 6mo+,40,2026-02-15,79,83.2,87.7,3,94.9,11,2,0
JNY-06694,CUS-06694,ADV-0105,wales,2026-01-24,offer,Progressing,83.9,drifting,Placed - in progress,86,2026-04-20,57,63.1,56.8,1,54.0,2,2,1
JNY-06695,CUS-06695,ADV-0080,south-yorkshire,2025-12-28,diagnostic,Failure,20.5,atrisk,Placed - dropped,166,2026-06-12,34,37.6,12.4,0,19.6,0,0,2
JNY-06696,CUS-06696,ADV-0082,south-yorkshire,2025-10-23,nudgeFirstDay,Progressing,75.3,atrisk,Placed - in progress,126,2026-02-26,43,31.6,6.7,0,24.8,3,1,2
JNY-06697,CUS-06697,ADV-0170,derbyshire-notts,2026-02-25,referral,Failure,9.1,atrisk,Withdrawn,101,2026-06-06,39,18.3,31.2,0,28.3,1,0,3
JNY-06698,CUS-06698,ADV-0027,south-yorkshire,2026-03-23,skills,Paused,33.6,atrisk,Ongoing,0,1970-01-01,37,30.7,31.2,0,16.9,2,1,4
JNY-06699,CUS-06699,ADV-0213,derbyshire-notts,2026-01-01,insupport,Success,97.5,drifting,Sustained 6mo+,65,2026-03-07,59,66.3,44.6,1,54.2,2,1,1
JNY-06700,CUS-06700,ADV-0183,wales,2026-02-07,diagnostic,Stalled,13.2,atrisk,Ongoing,0,1970-01-01,23,21.5,8.3,1,22.6,2,0,4
JNY-06701,CUS-06701,ADV-0215,north-london,2025-10-18,jobmatch,Failure,11.4,atrisk,Withdrawn,135,2026-03-02,44,24.3,17.8,0,21.2,1,1,3
JNY-06702,CUS-06702,ADV-0131,south-yorkshire,2025-10-12,offer,Progressing,87.0,drifting,Placed - in progress,83,2026-01-03,59,67.9,59.4,2,53.1,1,2,0
JNY-06703,CUS-06703,ADV-0130,south-east-london,2026-01-09,actionplan,Failure,32.0,atrisk,Placed - dropped,142,2026-05-31,47,39.5,27.2,0,26.7,0,1,3
JNY-06704,CUS-06704,ADV-0119,south-east-london,2026-04-04,insupport,Success,97.3,ontrack,Sustained 6mo+,38,2026-05-12,80,93.9,88.3,3,88.4,6,2,0
JNY-06705,CUS-06705,ADV-0073,north-london,2025-09-05,skills,Failure,23.6,atrisk,Placed - dropped,160,2026-02-12,40,24.8,24.0,0,15.1,2,1,3
JNY-06706,CUS-06706,ADV-0130,south-east-london,2025-09-25,actionplan,Failure,25.4,drifting,Placed - dropped,74,2025-12-08,54,69.9,63.9,1,53.1,1,2,0
JNY-06707,CUS-06707,ADV-0213,derbyshire-notts,2025-11-17,nudgeFirstDay,Progressing,74.2,ontrack,Placed - in progress,38,2025-12-25,84,85.4,88.0,3,93.9,8,2,0
JNY-06708,CUS-06708,ADV-0027,south-yorkshire,2026-04-23,diagnostic,Failure,16.6,atrisk,Withdrawn,126,2026-08-27,24,33.5,32.0,1,23.5,1,0,4
JNY-06709,CUS-06709,ADV-0006,south-east-london,2026-03-30,interview,Progressing,91.4,ontrack,Placed - in progress,30,2026-04-29,88,97.9,90.5,3,87.4,8,3,0
JNY-06710,CUS-06710,ADV-0101,wales,2025-10-14,referral,Failure,22.3,atrisk,Placed - dropped,230,2026-06-01,27,17.9,12.7,0,11.3,0,0,3
JNY-06711,CUS-06711,ADV-0199,wales,2025-10-19,routerCheck,Regressing,28.7,atrisk,Ongoing,0,1970-01-01,30,36.2,28.5,0,39.7,3,1,3
JNY-06712,CUS-06712,ADV-0107,south-east-london,2026-03-24,skills,Failure,16.1,drifting,Placed - dropped,94,2026-06-26,47,63.4,49.7,1,51.4,3,1,0
JNY-06713,CUS-06713,ADV-0077,south-east-london,2026-01-24,skills,Stalled,12.8,atrisk,Ongoing,0,1970-01-01,56,18.1,23.4,0,41.8,2,1,4
JNY-06714,CUS-06714,ADV-0177,wales,2026-01-28,jobmatch,Progressing,70.7,atrisk,Placed - in progress,119,2026-05-27,44,32.5,24.6,1,10.1,2,1,3
JNY-06715,CUS-06715,ADV-0233,south-east-london,2026-02-21,interview,Progressing,90.3,drifting,Placed - in progress,87,2026-05-19,63,49.2,43.5,1,51.5,5,2,3
JNY-06716,CUS-06716,ADV-0039,south-east-london,2025-10-20,diagnostic,Stalled,16.1,atrisk,Ongoing,0,1970-01-01,23,26.2,16.0,0,38.2,0,1,3
JNY-06717,CUS-06717,ADV-0191,north-london,2026-04-30,jobmatch,Progressing,81.4,drifting,Placed - in progress,80,2026-07-19,70,49.3,61.0,1,41.3,5,2,0
JNY-06718,CUS-06718,ADV-0037,derbyshire-notts,2025-10-22,nudgeFirstDay,Progressing,81.6,ontrack,Placed - in progress,52,2025-12-13,85,82.8,88.7,3,83.3,7,3,0
JNY-06719,CUS-06719,ADV-0063,wales,2026-05-07,jobmatch,Progressing,84.9,atrisk,Placed - in progress,187,2026-11-10,34,31.2,6.2,0,35.9,2,1,4
JNY-06720,CUS-06720,ADV-0005,south-yorkshire,2026-02-16,routerCheck,Regressing,49.0,drifting,Ongoing,0,1970-01-01,68,62.0,46.9,1,54.5,5,1,1
JNY-06721,CUS-06721,ADV-0221,south-east-london,2026-04-11,actionplan,Failure,17.1,atrisk,Placed - dropped,163,2026-09-21,36,19.8,27.6,0,33.1,2,1,3
JNY-06722,CUS-06722,ADV-0063,wales,2026-03-14,diagnostic,Failure,19.0,atrisk,Placed - dropped,162,2026-08-23,47,26.1,5.6,1,41.8,2,1,3
JNY-06723,CUS-06723,ADV-0038,wales,2026-01-14,skills,Regressing,17.5,atrisk,Ongoing,0,1970-01-01,32,14.4,26.0,0,43.1,0,1,4
JNY-06724,CUS-06724,ADV-0076,south-yorkshire,2025-09-29,jobmatch,Progressing,87.0,drifting,Placed - in progress,91,2025-12-29,61,54.7,55.7,1,48.0,5,1,1
JNY-06725,CUS-06725,ADV-0144,south-east-london,2025-11-02,jobmatch,Progressing,77.4,atrisk,Placed - in progress,164,2026-04-15,33,31.3,28.6,0,33.4,0,1,3
JNY-06726,CUS-06726,ADV-0135,south-east-london,2025-11-22,diagnostic,Stalled,51.3,drifting,Ongoing,0,1970-01-01,55,47.3,62.5,1,61.0,5,1,0
JNY-06727,CUS-06727,ADV-0163,north-london,2025-11-10,skills,Stalled,18.5,atrisk,Ongoing,0,1970-01-01,51,31.5,26.2,1,41.1,3,1,2
JNY-06728,CUS-06728,ADV-0227,wales,2026-01-10,jobmatch,Failure,29.6,atrisk,Placed - dropped,161,2026-06-20,26,28.5,34.4,0,12.4,2,1,3
JNY-06729,CUS-06729,ADV-0063,wales,2026-02-21,interview,Progressing,81.7,drifting,Placed - in progress,87,2026-05-19,58,66.4,49.5,1,57.9,5,2,2
JNY-06730,CUS-06730,ADV-0091,derbyshire-notts,2025-10-31,offer,Progressing,91.5,drifting,Placed - in progress,82,2026-01-21,72,49.9,49.1,1,40.7,4,2,0
JNY-06731,CUS-06731,ADV-0126,north-london,2026-04-06,jobmatch,Failure,9.0,atrisk,Withdrawn,136,2026-08-20,41,36.0,20.6,0,27.5,0,0,4
JNY-06732,CUS-06732,ADV-0093,south-yorkshire,2025-09-24,skills,Failure,16.1,atrisk,Withdrawn,166,2026-03-09,43,32.0,29.5,0,35.4,2,1,3
JNY-06733,CUS-06733,ADV-0074,south-yorkshire,2025-10-10,actionplan,Stalled,37.7,atrisk,Ongoing,0,1970-01-01,31,24.7,9.1,0,21.1,0,1,2
JNY-06734,CUS-06734,ADV-0034,south-yorkshire,2026-02-12,diagnostic,Failure,28.6,drifting,Placed - dropped,123,2026-06-15,65,68.1,59.3,1,49.8,1,1,0
JNY-06735,CUS-06735,ADV-0102,derbyshire-notts,2026-04-09,jobmatch,Progressing,71.3,atrisk,Placed - in progress,115,2026-08-02,20,25.6,29.5,1,41.8,2,1,2
JNY-06736,CUS-06736,ADV-0125,south-yorkshire,2026-01-19,diagnostic,Failure,8.1,atrisk,Withdrawn,194,2026-08-01,28,36.1,30.8,1,31.4,0,1,2
JNY-06737,CUS-06737,ADV-0231,derbyshire-notts,2026-01-07,actionplan,Failure,6.2,atrisk,Withdrawn,223,2026-08-18,44,25.9,6.2,0,39.8,0,1,4
JNY-06738,CUS-06738,ADV-0085,south-east-london,2025-12-08,diagnostic,Failure,19.9,atrisk,Placed - dropped,135,2026-04-22,40,34.8,27.3,1,17.1,2,1,3
JNY-06739,CUS-06739,ADV-0224,south-east-london,2026-03-27,jobmatch,Failure,16.1,atrisk,Placed - dropped,194,2026-10-07,40,29.6,10.7,0,23.2,0,0,3
JNY-06740,CUS-06740,ADV-0076,south-yorkshire,2026-02-01,jobmatch,Progressing,83.0,atrisk,Placed - in progress,88,2026-04-30,55,27.0,7.3,0,32.6,0,1,2
JNY-06741,CUS-06741,ADV-0170,derbyshire-notts,2026-01-14,insupport,Success,95.7,drifting,Sustained 6mo+,108,2026-05-02,65,68.9,45.3,1,60.6,3,2,0
JNY-06742,CUS-06742,ADV-0209,wales,2026-02-08,insupport,Success,96.2,drifting,Sustained 6mo+,91,2026-05-10,52,68.7,55.4,1,69.0,4,2,0
JNY-06743,CUS-06743,ADV-0005,south-yorkshire,2026-04-08,skills,Regressing,29.1,atrisk,Ongoing,0,1970-01-01,44,13.1,15.6,1,10.3,3,1,4
JNY-06744,CUS-06744,ADV-0168,north-london,2025-09-27,jobmatch,Regressing,13.1,atrisk,Ongoing,0,1970-01-01,47,30.1,23.2,0,44.2,0,1,3
JNY-06745,CUS-06745,ADV-0223,south-east-london,2026-04-22,offer,Progressing,81.6,atrisk,Placed - in progress,94,2026-07-25,53,22.3,23.7,1,22.7,1,0,4
JNY-06746,CUS-06746,ADV-0192,south-east-london,2025-12-11,actionplan,Failure,27.1,atrisk,Placed - dropped,100,2026-03-21,50,17.9,7.6,0,42.4,0,1,2
JNY-06747,CUS-06747,ADV-0239,derbyshire-notts,2025-10-13,nudgeFirstDay,Progressing,74.3,drifting,Placed - in progress,57,2025-12-09,62,50.6,60.3,2,47.8,2,2,1
JNY-06748,CUS-06748,ADV-0126,north-london,2025-09-01,insupport,Success,96.1,drifting,Sustained 6mo+,129,2026-01-08,70,69.9,54.2,1,59.8,4,2,0
JNY-06749,CUS-06749,ADV-0050,south-east-london,2026-02-08,referral,Failure,19.8,ontrack,Placed - dropped,54,2026-04-03,90,98.5,91.2,2,98.8,5,2,0
JNY-06750,CUS-06750,ADV-0071,derbyshire-notts,2026-03-29,skills,Paused,37.8,atrisk,Ongoing,0,1970-01-01,32,16.4,19.0,1,14.4,3,1,4
JNY-06751,CUS-06751,ADV-0051,south-yorkshire,2025-12-11,interview,Progressing,82.9,ontrack,Placed - in progress,37,2026-01-17,84,88.2,83.1,3,99.0,8,3,0
JNY-06752,CUS-06752,ADV-0139,north-london,2026-02-02,diagnostic,Stalled,28.1,atrisk,Ongoing,0,1970-01-01,31,21.3,30.2,0,20.6,2,1,4
JNY-06753,CUS-06753,ADV-0227,wales,2026-03-26,insupport,Success,97.6,drifting,Sustained 6mo+,84,2026-06-18,72,56.4,50.1,2,41.0,2,1,0
JNY-06754,CUS-06754,ADV-0138,south-yorkshire,2026-04-16,actionplan,Stalled,22.7,atrisk,Ongoing,0,1970-01-01,45,32.0,17.2,1,15.6,3,0,2
JNY-06755,CUS-06755,ADV-0139,north-london,2025-11-06,insupport,Success,96.1,drifting,Sustained 6mo+,77,2026-01-22,71,59.3,44.9,2,73.4,3,2,0
JNY-06756,CUS-06756,ADV-0073,north-london,2026-01-06,diagnostic,Failure,5.4,atrisk,Withdrawn,166,2026-06-21,42,21.7,18.8,0,28.1,1,1,4
JNY-06757,CUS-06757,ADV-0194,south-east-london,2025-09-21,actionplan,Paused,18.4,atrisk,Ongoing,0,1970-01-01,20,16.1,10.1,0,11.1,2,0,2
JNY-06758,CUS-06758,ADV-0235,wales,2025-12-24,insupport,Success,95.0,drifting,Sustained 6mo+,94,2026-03-28,65,63.7,40.3,1,68.1,5,1,1
JNY-06759,CUS-06759,ADV-0126,north-london,2025-12-08,actionplan,Paused,29.7,atrisk,Ongoing,0,1970-01-01,41,21.6,12.8,0,17.4,2,0,2
JNY-06760,CUS-06760,ADV-0180,north-london,2026-05-04,skills,Regressing,34.0,atrisk,Ongoing,0,1970-01-01,21,23.2,22.3,1,22.8,1,1,3
JNY-06761,CUS-06761,ADV-0226,derbyshire-notts,2025-10-18,jobmatch,Regressing,37.8,atrisk,Ongoing,0,1970-01-01,39,21.2,9.0,0,11.7,1,1,3
JNY-06762,CUS-06762,ADV-0074,south-yorkshire,2026-02-23,interview,Progressing,75.9,atrisk,Placed - in progress,146,2026-07-19,55,34.7,17.8,1,42.2,3,1,4
JNY-06763,CUS-06763,ADV-0158,derbyshire-notts,2025-10-24,interview,Progressing,76.1,atrisk,Placed - in progress,192,2026-05-04,35,19.8,33.8,1,28.3,0,1,4
JNY-06764,CUS-06764,ADV-0190,wales,2025-10-04,skills,Regressing,25.6,atrisk,Ongoing,0,1970-01-01,25,10.0,26.0,0,32.8,3,1,2
JNY-06765,CUS-06765,ADV-0183,wales,2026-01-18,nudgeFirstDay,Progressing,80.5,drifting,Placed - in progress,94,2026-04-22,60,61.0,61.1,1,53.7,4,1,0
