adviser_id,tier,sector,barrier,success_rate,sample_size
ADV-0157,veteran,Admin / office,Criminal record,0.95,120
ADV-0157,veteran,Admin / office,Confidence,0.95,69
ADV-0157,veteran,Admin / office,Caring responsibilities,0.95,83
ADV-0157,veteran,Manufacturing,Transport cost,0.95,95
ADV-0157,veteran,Manufacturing,Childcare cost,0.95,63
ADV-0157,veteran,Manufacturing,Mental health,0.95,84
ADV-0157,veteran,Manufacturing,Physical health,0.95,88
ADV-0157,veteran,Manufacturing,Digital skills,0.95,63
ADV-0157,veteran,Manufacturing,English language,0.95,131
ADV-0157,veteran,Manufacturing,Housing instability,0.95,96
ADV-0157,veteran,Manufacturing,Criminal record,0.95,77
ADV-0157,veteran,Manufacturing,Confidence,0.95,70
ADV-0157,veteran,Manufacturing,Caring responsibilities,0.95,66
ADV-0157,veteran,Security,Transport cost,0.95,24
ADV-0157,veteran,Security,Childcare cost,0.95,73
ADV-0157,veteran,Security,Mental health,0.95,137
ADV-0157,veteran,Security,Physical health,0.95,57
ADV-0157,veteran,Security,Digital skills,0.95,29
ADV-0157,veteran,Security,English language,0.95,55
ADV-0157,veteran,Security,Housing instability,0.95,73
ADV-0157,veteran,Security,Criminal record,0.95,75
ADV-0157,veteran,Security,Confidence,0.95,47
ADV-0157,veteran,Security,Caring responsibilities,0.95,53
ADV-0157,veteran,Other,Transport cost,0.95,87
ADV-0157,veteran,Other,Childcare cost,0.95,63
ADV-0157,veteran,Other,Mental health,0.95,90
ADV-0157,veteran,Other,Physical health,0.95,90
ADV-0157,veteran,Other,Digital skills,0.95,24
ADV-0157,veteran,Other,English language,0.95,76
ADV-0157,veteran,Other,Housing instability,0.95,76
ADV-0157,veteran,Other,Criminal record,0.95,102
ADV-0157,veteran,Other,Confidence,0.95,42
ADV-0157,veteran,Other,Caring responsibilities,0.95,127
ADV-0158,mid,Warehouse / logistics,Transport cost,0.95,55
ADV-0158,mid,Warehouse / logistics,Childcare cost,0.939,41
ADV-0158,mid,Warehouse / logistics,Mental health,0.856,57
ADV-0158,mid,Warehouse / logistics,Physical health,0.861,44
ADV-0158,mid,Warehouse / logistics,Digital skills,0.88,95
ADV-0158,mid,Warehouse / logistics,English language,0.947,15
ADV-0158,mid,Warehouse / logistics,Housing instability,0.918,15
ADV-0158,mid,Warehouse / logistics,Criminal record,0.87,43
ADV-0158,mid,Warehouse / logistics,Confidence,0.95,69
ADV-0158,mid,Warehouse / logistics,Caring responsibilities,0.854,56
ADV-0158,mid,Retail,Transport cost,0.95,58
ADV-0158,mid,Retail,Childcare cost,0.889,45
ADV-0158,mid,Retail,Mental health,0.888,18
ADV-0158,mid,Retail,Physical health,0.908,15
ADV-0158,mid,Retail,Digital skills,0.949,53
ADV-0158,mid,Retail,English language,0.944,79
ADV-0158,mid,Retail,Housing instability,0.853,49
ADV-0158,mid,Retail,Criminal record,0.95,91
ADV-0158,mid,Retail,Confidence,0.842,44
ADV-0158,mid,Retail,Caring responsibilities,0.844,77
ADV-0158,mid,Hospitality,Transport cost,0.95,47
ADV-0158,mid,Hospitality,Childcare cost,0.934,11
ADV-0158,mid,Hospitality,Mental health,0.909,92
ADV-0158,mid,Hospitality,Physical health,0.95,98
ADV-0158,mid,Hospitality,Digital skills,0.95,50
ADV-0158,mid,Hospitality,English language,0.95,26
ADV-0158,mid,Hospitality,Housing instability,0.933,12
ADV-0158,mid,Hospitality,Criminal record,0.913,90
ADV-0158,mid,Hospitality,Confidence,0.95,83
ADV-0158,mid,Hospitality,Caring responsibilities,0.944,70
ADV-0158,mid,Construction,Transport cost,0.95,18
ADV-0158,mid,Construction,Childcare cost,0.914,82
ADV-0158,mid,Construction,Mental health,0.95,75
ADV-0158,mid,Construction,Physical health,0.941,51
ADV-0158,mid,Construction,Digital skills,0.92,51
ADV-0158,mid,Construction,English language,0.95,25
ADV-0158,mid,Construction,Housing instability,0.95,36
ADV-0158,mid,Construction,Criminal record,0.95,65
ADV-0158,mid,Construction,Confidence,0.95,80
ADV-0158,mid,Construction,Caring responsibilities,0.95,92
ADV-0158,mid,Care / health,Transport cost,0.95,35
ADV-0158,mid,Care / health,Childcare cost,0.894,15
ADV-0158,mid,Care / health,Mental health,0.95,72
ADV-0158,mid,Care / health,Physical health,0.945,12
ADV-0158,mid,Care / health,Digital skills,0.845,32
ADV-0158,mid,Care / health,English language,0.908,98
ADV-0158,mid,Care / health,Housing instability,0.865,15
ADV-0158,mid,Care / health,Criminal record,0.95,16
ADV-0158,mid,Care / health,Confidence,0.949,91
ADV-0158,mid,Care / health,Caring responsibilities,0.893,51
ADV-0158,mid,Driving,Transport cost,0.869,72
ADV-0158,mid,Driving,Childcare cost,0.938,87
ADV-0158,mid,Driving,Mental health,0.886,33
ADV-0158,mid,Driving,Physical health,0.934,78
ADV-0158,mid,Driving,Digital skills,0.846,82
ADV-0158,mid,Driving,English language,0.95,63
ADV-0158,mid,Driving,Housing instability,0.85,34
ADV-0158,mid,Driving,Criminal record,0.894,24
ADV-0158,mid,Driving,Confidence,0.93,43
ADV-0158,mid,Driving,Caring responsibilities,0.861,69
ADV-0158,mid,Cleaning / facilities,Transport cost,0.898,56
ADV-0158,mid,Cleaning / facilities,Childcare cost,0.856,5
ADV-0158,mid,Cleaning / facilities,Mental health,0.862,71
ADV-0158,mid,Cleaning / facilities,Physical health,0.938,35
ADV-0158,mid,Cleaning / facilities,Digital skills,0.924,23
ADV-0158,mid,Cleaning / facilities,English language,0.95,50
ADV-0158,mid,Cleaning / facilities,Housing instability,0.924,65
ADV-0158,mid,Cleaning / facilities,Criminal record,0.896,39
ADV-0158,mid,Cleaning / facilities,Confidence,0.92,59
ADV-0158,mid,Cleaning / facilities,Caring responsibilities,0.839,32
ADV-0158,mid,Admin / office,Transport cost,0.91,44
ADV-0158,mid,Admin / office,Childcare cost,0.936,25
ADV-0158,mid,Admin / office,Mental health,0.95,52
ADV-0158,mid,Admin / office,Physical health,0.85,39
ADV-0158,mid,Admin / office,Digital skills,0.871,61
ADV-0158,mid,Admin / office,English language,0.859,31
ADV-0158,mid,Admin / office,Housing instability,0.945,35
ADV-0158,mid,Admin / office,Criminal record,0.88,55
ADV-0158,mid,Admin / office,Confidence,0.95,47
ADV-0158,mid,Admin / office,Caring responsibilities,0.95,50
ADV-0158,mid,Manufacturing,Transport cost,0.86,48
ADV-0158,mid,Manufacturing,Childcare cost,0.887,14
ADV-0158,mid,Manufacturing,Mental health,0.938,80
ADV-0158,mid,Manufacturing,Physical health,0.851,29
ADV-0158,mid,Manufacturing,Digital skills,0.919,9
ADV-0158,mid,Manufacturing,English language,0.906,60
ADV-0158,mid,Manufacturing,Housing instability,0.893,53
ADV-0158,mid,Manufacturing,Criminal record,0.919,87
ADV-0158,mid,Manufacturing,Confidence,0.95,63
ADV-0158,mid,Manufacturing,Caring responsibilities,0.923,45
ADV-0158,mid,Security,Transport cost,0.918,63
ADV-0158,mid,Security,Childcare cost,0.95,41
ADV-0158,mid,Security,Mental health,0.876,49
ADV-0158,mid,Security,Physical health,0.846,29
ADV-0158,mid,Security,Digital skills,0.905,31
ADV-0158,mid,Security,English language,0.853,73
ADV-0158,mid,Security,Housing instability,0.896,96
ADV-0158,mid,Security,Criminal record,0.897,40
ADV-0158,mid,Security,Confidence,0.907,41
ADV-0158,mid,Security,Caring responsibilities,0.927,31
ADV-0158,mid,Other,Transport cost,0.888,16
ADV-0158,mid,Other,Childcare cost,0.94,79
ADV-0158,mid,Other,Mental health,0.926,53
ADV-0158,mid,Other,Physical health,0.921,57
ADV-0158,mid,Other,Digital skills,0.859,51
ADV-0158,mid,Other,English language,0.865,67
ADV-0158,mid,Other,Housing instability,0.95,66
ADV-0158,mid,Other,Criminal record,0.846,51
ADV-0158,mid,Other,Confidence,0.889,53
ADV-0158,mid,Other,Caring responsibilities,0.885,23
ADV-0159,mid,Warehouse / logistics,Transport cost,0.918,105
ADV-0159,mid,Warehouse / logistics,Childcare cost,0.95,34
ADV-0159,mid,Warehouse / logistics,Mental health,0.898,106
ADV-0159,mid,Warehouse / logistics,Physical health,0.935,94
ADV-0159,mid,Warehouse / logistics,Digital skills,0.95,35
ADV-0159,mid,Warehouse / logistics,English language,0.865,41
ADV-0159,mid,Warehouse / logistics,Housing instability,0.873,65
ADV-0159,mid,Warehouse / logistics,Criminal record,0.892,71
ADV-0159,mid,Warehouse / logistics,Confidence,0.881,79
ADV-0159,mid,Warehouse / logistics,Caring responsibilities,0.95,42
ADV-0159,mid,Retail,Transport cost,0.931,44
ADV-0159,mid,Retail,Childcare cost,0.95,23
ADV-0159,mid,Retail,Mental health,0.95,77
ADV-0159,mid,Retail,Physical health,0.939,85
ADV-0159,mid,Retail,Digital skills,0.935,102
ADV-0159,mid,Retail,English language,0.88,35
ADV-0159,mid,Retail,Housing instability,0.95,41
ADV-0159,mid,Retail,Criminal record,0.917,37
ADV-0159,mid,Retail,Confidence,0.95,88
ADV-0159,mid,Retail,Caring responsibilities,0.872,9
ADV-0159,mid,Hospitality,Transport cost,0.913,13
ADV-0159,mid,Hospitality,Childcare cost,0.95,18
ADV-0159,mid,Hospitality,Mental health,0.95,41
ADV-0159,mid,Hospitality,Physical health,0.95,21
ADV-0159,mid,Hospitality,Digital skills,0.95,17
ADV-0159,mid,Hospitality,English language,0.95,21
ADV-0159,mid,Hospitality,Housing instability,0.949,49
ADV-0159,mid,Hospitality,Criminal record,0.907,66
ADV-0159,mid,Hospitality,Confidence,0.919,49
ADV-0159,mid,Hospitality,Caring responsibilities,0.893,73
ADV-0159,mid,Construction,Transport cost,0.936,19
ADV-0159,mid,Construction,Childcare cost,0.95,20
ADV-0159,mid,Construction,Mental health,0.95,61
ADV-0159,mid,Construction,Physical health,0.95,106
ADV-0159,mid,Construction,Digital skills,0.948,29
ADV-0159,mid,Construction,English language,0.95,59
ADV-0159,mid,Construction,Housing instability,0.95,30
ADV-0159,mid,Construction,Criminal record,0.95,90
ADV-0159,mid,Construction,Confidence,0.95,106
ADV-0159,mid,Construction,Caring responsibilities,0.95,94
ADV-0159,mid,Care / health,Transport cost,0.914,92
ADV-0159,mid,Care / health,Childcare cost,0.941,53
ADV-0159,mid,Care / health,Mental health,0.941,64
ADV-0159,mid,Care / health,Physical health,0.942,21
ADV-0159,mid,Care / health,Digital skills,0.95,16
ADV-0159,mid,Care / health,English language,0.862,53
ADV-0159,mid,Care / health,Housing instability,0.95,64
ADV-0159,mid,Care / health,Criminal record,0.95,25
ADV-0159,mid,Care / health,Confidence,0.875,31
ADV-0159,mid,Care / health,Caring responsibilities,0.913,82
ADV-0159,mid,Driving,Transport cost,0.95,53
ADV-0159,mid,Driving,Childcare cost,0.933,78
ADV-0159,mid,Driving,Mental health,0.889,110
ADV-0159,mid,Driving,Physical health,0.95,91
ADV-0159,mid,Driving,Digital skills,0.94,79
ADV-0159,mid,Driving,English language,0.95,50
ADV-0159,mid,Driving,Housing instability,0.95,64
ADV-0159,mid,Driving,Criminal record,0.888,24
ADV-0159,mid,Driving,Confidence,0.948,61
ADV-0159,mid,Driving,Caring responsibilities,0.95,6
ADV-0159,mid,Cleaning / facilities,Transport cost,0.95,49
ADV-0159,mid,Cleaning / facilities,Childcare cost,0.95,57
ADV-0159,mid,Cleaning / facilities,Mental health,0.95,40
ADV-0159,mid,Cleaning / facilities,Physical health,0.949,76
ADV-0159,mid,Cleaning / facilities,Digital skills,0.948,74
ADV-0159,mid,Cleaning / facilities,English language,0.95,36
ADV-0159,mid,Cleaning / facilities,Housing instability,0.888,57
ADV-0159,mid,Cleaning / facilities,Criminal record,0.946,17
ADV-0159,mid,Cleaning / facilities,Confidence,0.949,44
ADV-0159,mid,Cleaning / facilities,Caring responsibilities,0.897,63
ADV-0159,mid,Admin / office,Transport cost,0.95,65
ADV-0159,mid,Admin / office,Childcare cost,0.879,85
ADV-0159,mid,Admin / office,Mental health,0.903,60
ADV-0159,mid,Admin / office,Physical health,0.909,59
ADV-0159,mid,Admin / office,Digital skills,0.95,70
ADV-0159,mid,Admin / office,English language,0.931,28
ADV-0159,mid,Admin / office,Housing instability,0.95,79
ADV-0159,mid,Admin / office,Criminal record,0.865,36
ADV-0159,mid,Admin / office,Confidence,0.865,97
ADV-0159,mid,Admin / office,Caring responsibilities,0.95,78
ADV-0159,mid,Manufacturing,Transport cost,0.95,5
ADV-0159,mid,Manufacturing,Childcare cost,0.886,29
ADV-0159,mid,Manufacturing,Mental health,0.931,75
ADV-0159,mid,Manufacturing,Physical health,0.95,15
ADV-0159,mid,Manufacturing,Digital skills,0.907,50
ADV-0159,mid,Manufacturing,English language,0.932,87
ADV-0159,mid,Manufacturing,Housing instability,0.95,45
ADV-0159,mid,Manufacturing,Criminal record,0.887,70
ADV-0159,mid,Manufacturing,Confidence,0.912,41
ADV-0159,mid,Manufacturing,Caring responsibilities,0.888,50
ADV-0159,mid,Security,Transport cost,0.95,86
ADV-0159,mid,Security,Childcare cost,0.877,84
ADV-0159,mid,Security,Mental health,0.869,79
ADV-0159,mid,Security,Physical health,0.95,78
ADV-0159,mid,Security,Digital skills,0.918,73
ADV-0159,mid,Security,English language,0.872,19
ADV-0159,mid,Security,Housing instability,0.95,49
ADV-0159,mid,Security,Criminal record,0.931,11
ADV-0159,mid,Security,Confidence,0.95,54
ADV-0159,mid,Security,Caring responsibilities,0.898,50
ADV-0159,mid,Other,Transport cost,0.894,39
ADV-0159,mid,Other,Childcare cost,0.871,34
ADV-0159,mid,Other,Mental health,0.888,67
ADV-0159,mid,Other,Physical health,0.928,54
ADV-0159,mid,Other,Digital skills,0.916,37
ADV-0159,mid,Other,English language,0.95,63
ADV-0159,mid,Other,Housing instability,0.894,105
ADV-0159,mid,Other,Criminal record,0.95,64
ADV-0159,mid,Other,Confidence,0.868,45
ADV-0159,mid,Other,Caring responsibilities,0.924,100
ADV-0160,veteran,Warehouse / logistics,Transport cost,0.95,70
ADV-0160,veteran,Warehouse / logistics,Childcare cost,0.95,103
ADV-0160,veteran,Warehouse / logistics,Mental health,0.95,76
ADV-0160,veteran,Warehouse / logistics,Physical health,0.95,21
ADV-0160,veteran,Warehouse / logistics,Digital skills,0.95,62
ADV-0160,veteran,Warehouse / logistics,English language,0.95,151
ADV-0160,veteran,Warehouse / logistics,Housing instability,0.95,64
ADV-0160,veteran,Warehouse / logistics,Criminal record,0.95,60
ADV-0160,veteran,Warehouse / logistics,Confidence,0.95,68
ADV-0160,veteran,Warehouse / logistics,Caring responsibilities,0.95,87
ADV-0160,veteran,Retail,Transport cost,0.95,185
ADV-0160,veteran,Retail,Childcare cost,0.95,65
ADV-0160,veteran,Retail,Mental health,0.95,149
ADV-0160,veteran,Retail,Physical health,0.95,92
ADV-0160,veteran,Retail,Digital skills,0.95,114
ADV-0160,veteran,Retail,English language,0.95,154
ADV-0160,veteran,Retail,Housing instability,0.95,186
ADV-0160,veteran,Retail,Criminal record,0.95,75
ADV-0160,veteran,Retail,Confidence,0.95,98
ADV-0160,veteran,Retail,Caring responsibilities,0.95,14
ADV-0160,veteran,Hospitality,Transport cost,0.95,155
ADV-0160,veteran,Hospitality,Childcare cost,0.95,32
ADV-0160,veteran,Hospitality,Mental health,0.95,80
ADV-0160,veteran,Hospitality,Physical health,0.95,153
ADV-0160,veteran,Hospitality,Digital skills,0.95,131
ADV-0160,veteran,Hospitality,English language,0.95,64
ADV-0160,veteran,Hospitality,Housing instability,0.95,96
ADV-0160,veteran,Hospitality,Criminal record,0.95,108
ADV-0160,veteran,Hospitality,Confidence,0.95,130
ADV-0160,veteran,Hospitality,Caring responsibilities,0.95,83
ADV-0160,veteran,Construction,Transport cost,0.95,106
ADV-0160,veteran,Construction,Childcare cost,0.95,55
ADV-0160,veteran,Construction,Mental health,0.95,164
ADV-0160,veteran,Construction,Physical health,0.95,121
ADV-0160,veteran,Construction,Digital skills,0.95,76
ADV-0160,veteran,Construction,English language,0.95,94
ADV-0160,veteran,Construction,Housing instability,0.95,165
ADV-0160,veteran,Construction,Criminal record,0.95,94
ADV-0160,veteran,Construction,Confidence,0.95,163
ADV-0160,veteran,Construction,Caring responsibilities,0.95,39
ADV-0160,veteran,Care / health,Transport cost,0.95,47
ADV-0160,veteran,Care / health,Childcare cost,0.95,51
ADV-0160,veteran,Care / health,Mental health,0.95,146
ADV-0160,veteran,Care / health,Physical health,0.95,50
ADV-0160,veteran,Care / health,Digital skills,0.95,103
ADV-0160,veteran,Care / health,English language,0.95,109
ADV-0160,veteran,Care / health,Housing instability,0.95,89
ADV-0160,veteran,Care / health,Criminal record,0.95,156
ADV-0160,veteran,Care / health,Confidence,0.95,40
ADV-0160,veteran,Care / health,Caring responsibilities,0.95,155
ADV-0160,veteran,Driving,Transport cost,0.95,115
ADV-0160,veteran,Driving,Childcare cost,0.95,52
ADV-0160,veteran,Driving,Mental health,0.95,62
ADV-0160,veteran,Driving,Physical health,0.95,133
ADV-0160,veteran,Driving,Digital skills,0.95,64
ADV-0160,veteran,Driving,English language,0.95,79
ADV-0160,veteran,Driving,Housing instability,0.95,192
ADV-0160,veteran,Driving,Criminal record,0.95,106
ADV-0160,veteran,Driving,Confidence,0.95,77
ADV-0160,veteran,Driving,Caring responsibilities,0.95,143
ADV-0160,veteran,Cleaning / facilities,Transport cost,0.95,54
ADV-0160,veteran,Cleaning / facilities,Childcare cost,0.95,87
ADV-0160,veteran,Cleaning / facilities,Mental health,0.95,87
ADV-0160,veteran,Cleaning / facilities,Physical health,0.95,155
ADV-0160,veteran,Cleaning / facilities,Digital skills,0.95,43
ADV-0160,veteran,Cleaning / facilities,English language,0.95,45
ADV-0160,veteran,Cleaning / facilities,Housing instability,0.95,157
ADV-0160,veteran,Cleaning / facilities,Criminal record,0.95,158
ADV-0160,veteran,Cleaning / facilities,Confidence,0.95,103
ADV-0160,veteran,Cleaning / facilities,Caring responsibilities,0.95,123
ADV-0160,veteran,Admin / office,Transport cost,0.95,144
ADV-0160,veteran,Admin / office,Childcare cost,0.95,164
ADV-0160,veteran,Admin / office,Mental health,0.95,42
ADV-0160,veteran,Admin / office,Physical health,0.95,77
ADV-0160,veteran,Admin / office,Digital skills,0.95,91
ADV-0160,veteran,Admin / office,English language,0.95,107
ADV-0160,veteran,Admin / office,Housing instability,0.95,54
ADV-0160,veteran,Admin / office,Criminal record,0.95,107
ADV-0160,veteran,Admin / office,Confidence,0.95,101
ADV-0160,veteran,Admin / office,Caring responsibilities,0.95,49
ADV-0160,veteran,Manufacturing,Transport cost,0.95,194
ADV-0160,veteran,Manufacturing,Childcare cost,0.95,71
ADV-0160,veteran,Manufacturing,Mental health,0.95,182
ADV-0160,veteran,Manufacturing,Physical health,0.95,73
ADV-0160,veteran,Manufacturing,Digital skills,0.95,115
ADV-0160,veteran,Manufacturing,English language,0.95,185
ADV-0160,veteran,Manufacturing,Housing instability,0.95,111
ADV-0160,veteran,Manufacturing,Criminal record,0.95,66
ADV-0160,veteran,Manufacturing,Confidence,0.95,88
ADV-0160,veteran,Manufacturing,Caring responsibilities,0.95,78
ADV-0160,veteran,Security,Transport cost,0.95,35
ADV-0160,veteran,Security,Childcare cost,0.95,133
ADV-0160,veteran,Security,Mental health,0.95,169
ADV-0160,veteran,Security,Physical health,0.95,87
ADV-0160,veteran,Security,Digital skills,0.95,97
ADV-0160,veteran,Security,English language,0.95,140
ADV-0160,veteran,Security,Housing instability,0.95,89
ADV-0160,veteran,Security,Criminal record,0.95,118
ADV-0160,veteran,Security,Confidence,0.95,86
ADV-0160,veteran,Security,Caring responsibilities,0.95,161
ADV-0160,veteran,Other,Transport cost,0.95,68
ADV-0160,veteran,Other,Childcare cost,0.95,54
ADV-0160,veteran,Other,Mental health,0.95,164
ADV-0160,veteran,Other,Physical health,0.95,88
ADV-0160,veteran,Other,Digital skills,0.95,56
ADV-0160,veteran,Other,English language,0.95,56
ADV-0160,veteran,Other,Housing instability,0.95,123
ADV-0160,veteran,Other,Criminal record,0.95,105
ADV-0160,veteran,Other,Confidence,0.95,114
ADV-0160,veteran,Other,Caring responsibilities,0.95,30
ADV-0161,veteran,Warehouse / logistics,Transport cost,0.95,23
ADV-0161,veteran,Warehouse / logistics,Childcare cost,0.95,113
ADV-0161,veteran,Warehouse / logistics,Mental health,0.95,122
ADV-0161,veteran,Warehouse / logistics,Physical health,0.95,78
ADV-0161,veteran,Warehouse / logistics,Digital skills,0.95,32
ADV-0161,veteran,Warehouse / logistics,English language,0.95,118
ADV-0161,veteran,Warehouse / logistics,Housing instability,0.95,94
ADV-0161,veteran,Warehouse / logistics,Criminal record,0.95,32
ADV-0161,veteran,Warehouse / logistics,Confidence,0.95,136
ADV-0161,veteran,Warehouse / logistics,Caring responsibilities,0.95,97
ADV-0161,veteran,Retail,Transport cost,0.95,43
ADV-0161,veteran,Retail,Childcare cost,0.95,58
ADV-0161,veteran,Retail,Mental health,0.95,30
ADV-0161,veteran,Retail,Physical health,0.95,99
ADV-0161,veteran,Retail,Digital skills,0.95,49
ADV-0161,veteran,Retail,English language,0.95,121
ADV-0161,veteran,Retail,Housing instability,0.95,68
ADV-0161,veteran,Retail,Criminal record,0.95,78
ADV-0161,veteran,Retail,Confidence,0.95,95
ADV-0161,veteran,Retail,Caring responsibilities,0.95,100
ADV-0161,veteran,Hospitality,Transport cost,0.95,44
ADV-0161,veteran,Hospitality,Childcare cost,0.95,33
ADV-0161,veteran,Hospitality,Mental health,0.95,56
ADV-0161,veteran,Hospitality,Physical health,0.95,54
ADV-0161,veteran,Hospitality,Digital skills,0.95,59
ADV-0161,veteran,Hospitality,English language,0.95,114
ADV-0161,veteran,Hospitality,Housing instability,0.95,34
ADV-0161,veteran,Hospitality,Criminal record,0.95,64
ADV-0161,veteran,Hospitality,Confidence,0.95,35
ADV-0161,veteran,Hospitality,Caring responsibilities,0.95,16
ADV-0161,veteran,Construction,Transport cost,0.95,65
ADV-0161,veteran,Construction,Childcare cost,0.95,52
ADV-0161,veteran,Construction,Mental health,0.95,55
ADV-0161,veteran,Construction,Physical health,0.95,58
ADV-0161,veteran,Construction,Digital skills,0.95,24
ADV-0161,veteran,Construction,English language,0.95,66
ADV-0161,veteran,Construction,Housing instability,0.95,89
ADV-0161,veteran,Construction,Criminal record,0.95,132
ADV-0161,veteran,Construction,Confidence,0.95,87
ADV-0161,veteran,Construction,Caring responsibilities,0.95,75
ADV-0161,veteran,Care / health,Transport cost,0.95,78
ADV-0161,veteran,Care / health,Childcare cost,0.95,31
ADV-0161,veteran,Care / health,Mental health,0.95,32
ADV-0161,veteran,Care / health,Physical health,0.95,35
ADV-0161,veteran,Care / health,Digital skills,0.95,78
ADV-0161,veteran,Care / health,English language,0.95,44
ADV-0161,veteran,Care / health,Housing instability,0.95,59
ADV-0161,veteran,Care / health,Criminal record,0.95,73
ADV-0161,veteran,Care / health,Confidence,0.95,106
ADV-0161,veteran,Care / health,Caring responsibilities,0.95,31
ADV-0161,veteran,Driving,Transport cost,0.95,20
ADV-0161,veteran,Driving,Childcare cost,0.95,149
ADV-0161,veteran,Driving,Mental health,0.95,76
ADV-0161,veteran,Driving,Physical health,0.95,68
ADV-0161,veteran,Driving,Digital skills,0.95,77
ADV-0161,veteran,Driving,English language,0.95,74
ADV-0161,veteran,Driving,Housing instability,0.95,79
ADV-0161,veteran,Driving,Criminal record,0.95,52
ADV-0161,veteran,Driving,Confidence,0.95,61
ADV-0161,veteran,Driving,Caring responsibilities,0.95,29
ADV-0161,veteran,Cleaning / facilities,Transport cost,0.95,27
ADV-0161,veteran,Cleaning / facilities,Childcare cost,0.95,102
ADV-0161,veteran,Cleaning / facilities,Mental health,0.95,37
ADV-0161,veteran,Cleaning / facilities,Physical health,0.95,33
ADV-0161,veteran,Cleaning / facilities,Digital skills,0.95,23
ADV-0161,veteran,Cleaning / facilities,English language,0.95,37
ADV-0161,veteran,Cleaning / facilities,Housing instability,0.95,17
ADV-0161,veteran,Cleaning / facilities,Criminal record,0.95,23
ADV-0161,veteran,Cleaning / facilities,Confidence,0.95,69
ADV-0161,veteran,Cleaning / facilities,Caring responsibilities,0.95,26
ADV-0161,veteran,Admin / office,Transport cost,0.95,48
ADV-0161,veteran,Admin / office,Childcare cost,0.95,29
ADV-0161,veteran,Admin / office,Mental health,0.95,80
ADV-0161,veteran,Admin / office,Physical health,0.95,106
ADV-0161,veteran,Admin / office,Digital skills,0.95,62
ADV-0161,veteran,Admin / office,English language,0.95,36
ADV-0161,veteran,Admin / office,Housing instability,0.95,45
ADV-0161,veteran,Admin / office,Criminal record,0.95,95
ADV-0161,veteran,Admin / office,Confidence,0.95,50
ADV-0161,veteran,Admin / office,Caring responsibilities,0.95,143
ADV-0161,veteran,Manufacturing,Transport cost,0.95,86
ADV-0161,veteran,Manufacturing,Childcare cost,0.95,135
ADV-0161,veteran,Manufacturing,Mental health,0.95,77
ADV-0161,veteran,Manufacturing,Physical health,0.95,105
ADV-0161,veteran,Manufacturing,Digital skills,0.95,16
ADV-0161,veteran,Manufacturing,English language,0.95,61
ADV-0161,veteran,Manufacturing,Housing instability,0.95,21
ADV-0161,veteran,Manufacturing,Criminal record,0.95,104
ADV-0161,veteran,Manufacturing,Confidence,0.95,103
ADV-0161,veteran,Manufacturing,Caring responsibilities,0.95,32
ADV-0161,veteran,Security,Transport cost,0.95,63
ADV-0161,veteran,Security,Childcare cost,0.95,30
ADV-0161,veteran,Security,Mental health,0.95,74
ADV-0161,veteran,Security,Physical health,0.95,88
ADV-0161,veteran,Security,Digital skills,0.95,105
ADV-0161,veteran,Security,English language,0.95,129
ADV-0161,veteran,Security,Housing instability,0.95,42
ADV-0161,veteran,Security,Criminal record,0.95,77
ADV-0161,veteran,Security,Confidence,0.95,85
ADV-0161,veteran,Security,Caring responsibilities,0.95,100
ADV-0161,veteran,Other,Transport cost,0.95,109
ADV-0161,veteran,Other,Childcare cost,0.95,83
ADV-0161,veteran,Other,Mental health,0.95,22
ADV-0161,veteran,Other,Physical health,0.95,57
ADV-0161,veteran,Other,Digital skills,0.95,46
ADV-0161,veteran,Other,English language,0.95,83
ADV-0161,veteran,Other,Housing instability,0.95,82
ADV-0161,veteran,Other,Criminal record,0.95,42
ADV-0161,veteran,Other,Confidence,0.95,98
ADV-0161,veteran,Other,Caring responsibilities,0.95,47
ADV-0162,veteran,Warehouse / logistics,Transport cost,0.95,65
ADV-0162,veteran,Warehouse / logistics,Childcare cost,0.95,55
ADV-0162,veteran,Warehouse / logistics,Mental health,0.95,64
ADV-0162,veteran,Warehouse / logistics,Physical health,0.95,151
ADV-0162,veteran,Warehouse / logistics,Digital skills,0.95,141
ADV-0162,veteran,Warehouse / logistics,English language,0.95,94
ADV-0162,veteran,Warehouse / logistics,Housing instability,0.95,55
ADV-0162,veteran,Warehouse / logistics,Criminal record,0.95,112
ADV-0162,veteran,Warehouse / logistics,Confidence,0.95,148
ADV-0162,veteran,Warehouse / logistics,Caring responsibilities,0.95,78
ADV-0162,veteran,Retail,Transport cost,0.95,43
ADV-0162,veteran,Retail,Childcare cost,0.95,33
ADV-0162,veteran,Retail,Mental health,0.95,158
ADV-0162,veteran,Retail,Physical health,0.95,86
ADV-0162,veteran,Retail,Digital skills,0.95,140
ADV-0162,veteran,Retail,English language,0.95,106
ADV-0162,veteran,Retail,Housing instability,0.95,70
ADV-0162,veteran,Retail,Criminal record,0.95,120
ADV-0162,veteran,Retail,Confidence,0.95,124
ADV-0162,veteran,Retail,Caring responsibilities,0.95,186
ADV-0162,veteran,Hospitality,Transport cost,0.95,140
ADV-0162,veteran,Hospitality,Childcare cost,0.95,90
ADV-0162,veteran,Hospitality,Mental health,0.95,118
ADV-0162,veteran,Hospitality,Physical health,0.95,60
ADV-0162,veteran,Hospitality,Digital skills,0.95,94
ADV-0162,veteran,Hospitality,English language,0.95,160
