router_score_id,journey_id,customer_id,adviser_id,region_key,check_type,score,band,action_taken,score_date
RTR-JNY-04328-mid,JNY-04328,CUS-04328,ADV-0173,wales,mid_journey,60,DRIFTING,in_person_48h,2025-11-15
RTR-JNY-04328-end,JNY-04328,CUS-04328,ADV-0173,wales,end_of_journey,74,DRIFTING,training_update_applied,2026-02-13
RTR-JNY-04329-mid,JNY-04329,CUS-04329,ADV-0085,south-east-london,mid_journey,23,AT_RISK,call_today_mh_referral,2026-03-06
RTR-JNY-04329-end,JNY-04329,CUS-04329,ADV-0085,south-east-london,end_of_journey,42,AT_RISK,training_update_applied,2026-06-04
RTR-JNY-04330-mid,JNY-04330,CUS-04330,ADV-0081,south-yorkshire,mid_journey,20,AT_RISK,call_today_mh_referral,2025-10-06
RTR-JNY-04330-end,JNY-04330,CUS-04330,ADV-0081,south-yorkshire,end_of_journey,36,AT_RISK,training_update_applied,2026-01-04
RTR-JNY-04331-mid,JNY-04331,CUS-04331,ADV-0228,south-east-london,mid_journey,22,AT_RISK,call_today_mh_referral,2025-11-09
RTR-JNY-04331-end,JNY-04331,CUS-04331,ADV-0228,south-east-london,end_of_journey,45,AT_RISK,training_update_applied,2026-02-07
RTR-JNY-04332-mid,JNY-04332,CUS-04332,ADV-0210,south-east-london,mid_journey,59,DRIFTING,in_person_48h,2025-12-07
RTR-JNY-04332-end,JNY-04332,CUS-04332,ADV-0210,south-east-london,end_of_journey,68,DRIFTING,training_update_applied,2026-03-07
RTR-JNY-04333-mid,JNY-04333,CUS-04333,ADV-0233,south-east-london,mid_journey,19,AT_RISK,call_today_mh_referral,2026-03-26
RTR-JNY-04333-end,JNY-04333,CUS-04333,ADV-0233,south-east-london,end_of_journey,38,AT_RISK,training_update_applied,2026-06-24
RTR-JNY-04334-mid,JNY-04334,CUS-04334,ADV-0176,south-east-london,mid_journey,60,DRIFTING,in_person_48h,2026-01-26
RTR-JNY-04334-end,JNY-04334,CUS-04334,ADV-0176,south-east-london,end_of_journey,68,DRIFTING,training_update_applied,2026-04-26
RTR-JNY-04335-mid,JNY-04335,CUS-04335,ADV-0062,south-east-london,mid_journey,60,DRIFTING,in_person_48h,2025-12-22
RTR-JNY-04336-mid,JNY-04336,CUS-04336,ADV-0177,wales,mid_journey,65,DRIFTING,in_person_48h,2025-12-13
RTR-JNY-04336-end,JNY-04336,CUS-04336,ADV-0177,wales,end_of_journey,78,ON_TRACK,training_update_applied,2026-03-13
RTR-JNY-04337-mid,JNY-04337,CUS-04337,ADV-0237,south-east-london,mid_journey,28,AT_RISK,call_today_mh_referral,2026-05-14
RTR-JNY-04337-end,JNY-04337,CUS-04337,ADV-0237,south-east-london,end_of_journey,50,DRIFTING,training_update_applied,2026-08-12
RTR-JNY-04338-mid,JNY-04338,CUS-04338,ADV-0017,south-east-london,mid_journey,26,AT_RISK,call_today_mh_referral,2026-03-05
RTR-JNY-04338-end,JNY-04338,CUS-04338,ADV-0017,south-east-london,end_of_journey,45,AT_RISK,training_update_applied,2026-06-03
RTR-JNY-04339-mid,JNY-04339,CUS-04339,ADV-0126,north-london,mid_journey,16,AT_RISK,call_today_mh_referral,2026-04-20
RTR-JNY-04340-mid,JNY-04340,CUS-04340,ADV-0178,south-yorkshire,mid_journey,25,AT_RISK,call_today_mh_referral,2026-03-05
RTR-JNY-04340-end,JNY-04340,CUS-04340,ADV-0178,south-yorkshire,end_of_journey,47,AT_RISK,training_update_applied,2026-06-03
RTR-JNY-04341-mid,JNY-04341,CUS-04341,ADV-0040,south-east-london,mid_journey,17,AT_RISK,call_today_mh_referral,2025-10-01
RTR-JNY-04342-mid,JNY-04342,CUS-04342,ADV-0041,south-east-london,mid_journey,63,DRIFTING,in_person_48h,2025-11-25
RTR-JNY-04342-end,JNY-04342,CUS-04342,ADV-0041,south-east-london,end_of_journey,72,DRIFTING,training_update_applied,2026-02-23
RTR-JNY-04343-mid,JNY-04343,CUS-04343,ADV-0200,south-east-london,mid_journey,23,AT_RISK,call_today_mh_referral,2025-12-11
RTR-JNY-04343-end,JNY-04343,CUS-04343,ADV-0200,south-east-london,end_of_journey,38,AT_RISK,training_update_applied,2026-03-11
RTR-JNY-04344-mid,JNY-04344,CUS-04344,ADV-0208,wales,mid_journey,25,AT_RISK,call_today_mh_referral,2026-02-19
RTR-JNY-04345-mid,JNY-04345,CUS-04345,ADV-0194,south-east-london,mid_journey,21,AT_RISK,call_today_mh_referral,2026-06-10
RTR-JNY-04346-mid,JNY-04346,CUS-04346,ADV-0179,south-yorkshire,mid_journey,94,ON_TRACK,light_touch,2025-11-17
RTR-JNY-04346-end,JNY-04346,CUS-04346,ADV-0179,south-yorkshire,end_of_journey,100,ON_TRACK,training_update_applied,2026-02-15
RTR-JNY-04347-mid,JNY-04347,CUS-04347,ADV-0090,south-east-london,mid_journey,25,AT_RISK,call_today_mh_referral,2026-05-19
RTR-JNY-04348-mid,JNY-04348,CUS-04348,ADV-0004,south-east-london,mid_journey,59,DRIFTING,in_person_48h,2025-10-29
RTR-JNY-04349-mid,JNY-04349,CUS-04349,ADV-0143,south-east-london,mid_journey,63,DRIFTING,in_person_48h,2025-11-13
RTR-JNY-04349-end,JNY-04349,CUS-04349,ADV-0143,south-east-london,end_of_journey,72,DRIFTING,training_update_applied,2026-02-11
RTR-JNY-04350-mid,JNY-04350,CUS-04350,ADV-0188,south-east-london,mid_journey,95,ON_TRACK,light_touch,2025-12-04
RTR-JNY-04350-end,JNY-04350,CUS-04350,ADV-0188,south-east-london,end_of_journey,100,ON_TRACK,training_update_applied,2026-03-04
RTR-JNY-04351-mid,JNY-04351,CUS-04351,ADV-0076,south-yorkshire,mid_journey,91,ON_TRACK,light_touch,2025-11-25
RTR-JNY-04351-end,JNY-04351,CUS-04351,ADV-0076,south-yorkshire,end_of_journey,92,ON_TRACK,training_update_applied,2026-02-23
RTR-JNY-04352-mid,JNY-04352,CUS-04352,ADV-0125,south-yorkshire,mid_journey,23,AT_RISK,call_today_mh_referral,2025-12-15
RTR-JNY-04353-mid,JNY-04353,CUS-04353,ADV-0069,south-yorkshire,mid_journey,58,DRIFTING,in_person_48h,2026-03-16
RTR-JNY-04353-end,JNY-04353,CUS-04353,ADV-0069,south-yorkshire,end_of_journey,65,DRIFTING,training_update_applied,2026-06-14
RTR-JNY-04354-mid,JNY-04354,CUS-04354,ADV-0110,derbyshire-notts,mid_journey,14,AT_RISK,call_today_mh_referral,2026-06-12
RTR-JNY-04354-end,JNY-04354,CUS-04354,ADV-0110,derbyshire-notts,end_of_journey,29,AT_RISK,training_update_applied,2026-09-10
RTR-JNY-04355-mid,JNY-04355,CUS-04355,ADV-0035,north-london,mid_journey,24,AT_RISK,call_today_mh_referral,2026-05-14
RTR-JNY-04356-mid,JNY-04356,CUS-04356,ADV-0025,derbyshire-notts,mid_journey,63,DRIFTING,in_person_48h,2026-02-02
RTR-JNY-04356-end,JNY-04356,CUS-04356,ADV-0025,derbyshire-notts,end_of_journey,72,DRIFTING,training_update_applied,2026-05-03
RTR-JNY-04357-mid,JNY-04357,CUS-04357,ADV-0193,north-london,mid_journey,16,AT_RISK,call_today_mh_referral,2026-02-26
RTR-JNY-04358-mid,JNY-04358,CUS-04358,ADV-0012,derbyshire-notts,mid_journey,56,DRIFTING,in_person_48h,2025-12-09
RTR-JNY-04358-end,JNY-04358,CUS-04358,ADV-0012,derbyshire-notts,end_of_journey,66,DRIFTING,training_update_applied,2026-03-09
RTR-JNY-04359-mid,JNY-04359,CUS-04359,ADV-0182,south-east-london,mid_journey,51,DRIFTING,in_person_48h,2026-04-22
RTR-JNY-04359-end,JNY-04359,CUS-04359,ADV-0182,south-east-london,end_of_journey,64,DRIFTING,training_update_applied,2026-07-21
RTR-JNY-04360-mid,JNY-04360,CUS-04360,ADV-0109,wales,mid_journey,91,ON_TRACK,light_touch,2026-05-06
RTR-JNY-04360-end,JNY-04360,CUS-04360,ADV-0109,wales,end_of_journey,93,ON_TRACK,training_update_applied,2026-08-04
RTR-JNY-04361-mid,JNY-04361,CUS-04361,ADV-0245,south-yorkshire,mid_journey,59,DRIFTING,in_person_48h,2025-12-12
RTR-JNY-04361-end,JNY-04361,CUS-04361,ADV-0245,south-yorkshire,end_of_journey,71,DRIFTING,training_update_applied,2026-03-12
RTR-JNY-04362-mid,JNY-04362,CUS-04362,ADV-0233,south-east-london,mid_journey,15,AT_RISK,call_today_mh_referral,2026-02-11
RTR-JNY-04362-end,JNY-04362,CUS-04362,ADV-0233,south-east-london,end_of_journey,37,AT_RISK,training_update_applied,2026-05-12
RTR-JNY-04363-mid,JNY-04363,CUS-04363,ADV-0065,south-east-london,mid_journey,63,DRIFTING,in_person_48h,2025-12-09
RTR-JNY-04363-end,JNY-04363,CUS-04363,ADV-0065,south-east-london,end_of_journey,74,DRIFTING,training_update_applied,2026-03-09
RTR-JNY-04364-mid,JNY-04364,CUS-04364,ADV-0228,south-east-london,mid_journey,94,ON_TRACK,light_touch,2025-12-25
RTR-JNY-04364-end,JNY-04364,CUS-04364,ADV-0228,south-east-london,end_of_journey,99,ON_TRACK,training_update_applied,2026-03-25
RTR-JNY-04365-mid,JNY-04365,CUS-04365,ADV-0184,north-london,mid_journey,56,DRIFTING,in_person_48h,2026-06-04
RTR-JNY-04365-end,JNY-04365,CUS-04365,ADV-0184,north-london,end_of_journey,67,DRIFTING,training_update_applied,2026-09-02
RTR-JNY-04366-mid,JNY-04366,CUS-04366,ADV-0021,north-london,mid_journey,30,AT_RISK,call_today_mh_referral,2026-06-14
RTR-JNY-04367-mid,JNY-04367,CUS-04367,ADV-0232,south-east-london,mid_journey,21,AT_RISK,call_today_mh_referral,2026-01-25
RTR-JNY-04368-mid,JNY-04368,CUS-04368,ADV-0223,south-east-london,mid_journey,19,AT_RISK,call_today_mh_referral,2026-05-26
RTR-JNY-04368-end,JNY-04368,CUS-04368,ADV-0223,south-east-london,end_of_journey,34,AT_RISK,training_update_applied,2026-08-24
RTR-JNY-04369-mid,JNY-04369,CUS-04369,ADV-0211,south-east-london,mid_journey,89,ON_TRACK,light_touch,2025-11-13
RTR-JNY-04369-end,JNY-04369,CUS-04369,ADV-0211,south-east-london,end_of_journey,90,ON_TRACK,training_update_applied,2026-02-11
RTR-JNY-04370-mid,JNY-04370,CUS-04370,ADV-0222,derbyshire-notts,mid_journey,28,AT_RISK,call_today_mh_referral,2026-05-10
RTR-JNY-04370-end,JNY-04370,CUS-04370,ADV-0222,derbyshire-notts,end_of_journey,50,DRIFTING,training_update_applied,2026-08-08
RTR-JNY-04371-mid,JNY-04371,CUS-04371,ADV-0100,derbyshire-notts,mid_journey,22,AT_RISK,call_today_mh_referral,2025-12-11
RTR-JNY-04371-end,JNY-04371,CUS-04371,ADV-0100,derbyshire-notts,end_of_journey,42,AT_RISK,training_update_applied,2026-03-11
RTR-JNY-04372-mid,JNY-04372,CUS-04372,ADV-0203,derbyshire-notts,mid_journey,28,AT_RISK,call_today_mh_referral,2026-02-05
RTR-JNY-04373-mid,JNY-04373,CUS-04373,ADV-0141,north-london,mid_journey,46,AT_RISK,call_today_mh_referral,2026-03-14
RTR-JNY-04374-mid,JNY-04374,CUS-04374,ADV-0161,wales,mid_journey,17,AT_RISK,call_today_mh_referral,2026-03-07
RTR-JNY-04375-mid,JNY-04375,CUS-04375,ADV-0094,north-london,mid_journey,93,ON_TRACK,light_touch,2025-10-27
RTR-JNY-04375-end,JNY-04375,CUS-04375,ADV-0094,north-london,end_of_journey,100,ON_TRACK,training_update_applied,2026-01-25
RTR-JNY-04376-mid,JNY-04376,CUS-04376,ADV-0137,derbyshire-notts,mid_journey,62,DRIFTING,in_person_48h,2026-03-09
RTR-JNY-04376-end,JNY-04376,CUS-04376,ADV-0137,derbyshire-notts,end_of_journey,74,DRIFTING,training_update_applied,2026-06-07
RTR-JNY-04377-mid,JNY-04377,CUS-04377,ADV-0193,north-london,mid_journey,50,DRIFTING,in_person_48h,2026-04-19
RTR-JNY-04377-end,JNY-04377,CUS-04377,ADV-0193,north-london,end_of_journey,64,DRIFTING,training_update_applied,2026-07-18
RTR-JNY-04378-mid,JNY-04378,CUS-04378,ADV-0177,wales,mid_journey,53,DRIFTING,in_person_48h,2026-03-09
RTR-JNY-04378-end,JNY-04378,CUS-04378,ADV-0177,wales,end_of_journey,64,DRIFTING,training_update_applied,2026-06-07
RTR-JNY-04379-mid,JNY-04379,CUS-04379,ADV-0204,north-london,mid_journey,95,ON_TRACK,light_touch,2025-12-21
RTR-JNY-04379-end,JNY-04379,CUS-04379,ADV-0204,north-london,end_of_journey,100,ON_TRACK,training_update_applied,2026-03-21
RTR-JNY-04380-mid,JNY-04380,CUS-04380,ADV-0113,north-london,mid_journey,50,DRIFTING,in_person_48h,2026-02-26
RTR-JNY-04380-end,JNY-04380,CUS-04380,ADV-0113,north-london,end_of_journey,60,DRIFTING,training_update_applied,2026-05-27
RTR-JNY-04381-mid,JNY-04381,CUS-04381,ADV-0245,south-yorkshire,mid_journey,17,AT_RISK,call_today_mh_referral,2026-03-03
RTR-JNY-04382-mid,JNY-04382,CUS-04382,ADV-0148,south-yorkshire,mid_journey,56,DRIFTING,in_person_48h,2026-05-14
RTR-JNY-04383-mid,JNY-04383,CUS-04383,ADV-0074,south-yorkshire,mid_journey,21,AT_RISK,call_today_mh_referral,2026-05-15
RTR-JNY-04383-end,JNY-04383,CUS-04383,ADV-0074,south-yorkshire,end_of_journey,36,AT_RISK,training_update_applied,2026-08-13
RTR-JNY-04384-mid,JNY-04384,CUS-04384,ADV-0034,south-yorkshire,mid_journey,21,AT_RISK,call_today_mh_referral,2025-10-01
RTR-JNY-04384-end,JNY-04384,CUS-04384,ADV-0034,south-yorkshire,end_of_journey,44,AT_RISK,training_update_applied,2025-12-30
RTR-JNY-04385-mid,JNY-04385,CUS-04385,ADV-0137,derbyshire-notts,mid_journey,21,AT_RISK,call_today_mh_referral,2025-11-27
RTR-JNY-04385-end,JNY-04385,CUS-04385,ADV-0137,derbyshire-notts,end_of_journey,40,AT_RISK,training_update_applied,2026-02-25
RTR-JNY-04386-mid,JNY-04386,CUS-04386,ADV-0225,wales,mid_journey,55,DRIFTING,in_person_48h,2026-06-09
RTR-JNY-04386-end,JNY-04386,CUS-04386,ADV-0225,wales,end_of_journey,69,DRIFTING,training_update_applied,2026-09-07
RTR-JNY-04387-mid,JNY-04387,CUS-04387,ADV-0153,wales,mid_journey,19,AT_RISK,call_today_mh_referral,2026-01-04
RTR-JNY-04388-mid,JNY-04388,CUS-04388,ADV-0228,south-east-london,mid_journey,58,DRIFTING,in_person_48h,2025-11-28
RTR-JNY-04388-end,JNY-04388,CUS-04388,ADV-0228,south-east-london,end_of_journey,64,DRIFTING,training_update_applied,2026-02-26
RTR-JNY-04389-mid,JNY-04389,CUS-04389,ADV-0019,wales,mid_journey,26,AT_RISK,call_today_mh_referral,2026-02-16
RTR-JNY-04389-end,JNY-04389,CUS-04389,ADV-0019,wales,end_of_journey,42,AT_RISK,training_update_applied,2026-05-17
RTR-JNY-04390-mid,JNY-04390,CUS-04390,ADV-0182,south-east-london,mid_journey,15,AT_RISK,call_today_mh_referral,2026-01-27
RTR-JNY-04390-end,JNY-04390,CUS-04390,ADV-0182,south-east-london,end_of_journey,38,AT_RISK,training_update_applied,2026-04-27
RTR-JNY-04391-mid,JNY-04391,CUS-04391,ADV-0222,derbyshire-notts,mid_journey,29,AT_RISK,call_today_mh_referral,2026-04-18
RTR-JNY-04392-mid,JNY-04392,CUS-04392,ADV-0174,south-yorkshire,mid_journey,25,AT_RISK,call_today_mh_referral,2026-05-01
RTR-JNY-04393-mid,JNY-04393,CUS-04393,ADV-0169,south-east-london,mid_journey,29,AT_RISK,call_today_mh_referral,2025-12-08
RTR-JNY-04394-mid,JNY-04394,CUS-04394,ADV-0217,south-yorkshire,mid_journey,26,AT_RISK,call_today_mh_referral,2025-11-06
RTR-JNY-04395-mid,JNY-04395,CUS-04395,ADV-0218,south-yorkshire,mid_journey,90,ON_TRACK,light_touch,2026-01-25
RTR-JNY-04395-end,JNY-04395,CUS-04395,ADV-0218,south-yorkshire,end_of_journey,91,ON_TRACK,training_update_applied,2026-04-25
RTR-JNY-04396-mid,JNY-04396,CUS-04396,ADV-0183,wales,mid_journey,53,DRIFTING,in_person_48h,2026-06-06
RTR-JNY-04396-end,JNY-04396,CUS-04396,ADV-0183,wales,end_of_journey,64,DRIFTING,training_update_applied,2026-09-04
RTR-JNY-04397-mid,JNY-04397,CUS-04397,ADV-0051,south-yorkshire,mid_journey,58,DRIFTING,in_person_48h,2026-02-05
RTR-JNY-04397-end,JNY-04397,CUS-04397,ADV-0051,south-yorkshire,end_of_journey,66,DRIFTING,training_update_applied,2026-05-06
RTR-JNY-04398-mid,JNY-04398,CUS-04398,ADV-0198,south-east-london,mid_journey,20,AT_RISK,call_today_mh_referral,2026-04-05
RTR-JNY-04399-mid,JNY-04399,CUS-04399,ADV-0110,derbyshire-notts,mid_journey,25,AT_RISK,call_today_mh_referral,2026-01-02
RTR-JNY-04399-end,JNY-04399,CUS-04399,ADV-0110,derbyshire-notts,end_of_journey,42,AT_RISK,training_update_applied,2026-04-02
RTR-JNY-04400-mid,JNY-04400,CUS-04400,ADV-0229,derbyshire-notts,mid_journey,24,AT_RISK,call_today_mh_referral,2026-03-19
RTR-JNY-04401-mid,JNY-04401,CUS-04401,ADV-0002,derbyshire-notts,mid_journey,95,ON_TRACK,light_touch,2026-01-10
RTR-JNY-04401-end,JNY-04401,CUS-04401,ADV-0002,derbyshire-notts,end_of_journey,99,ON_TRACK,training_update_applied,2026-04-10
RTR-JNY-04402-mid,JNY-04402,CUS-04402,ADV-0094,north-london,mid_journey,29,AT_RISK,call_today_mh_referral,2026-04-23
RTR-JNY-04403-mid,JNY-04403,CUS-04403,ADV-0135,south-east-london,mid_journey,19,AT_RISK,call_today_mh_referral,2026-02-21
RTR-JNY-04403-end,JNY-04403,CUS-04403,ADV-0135,south-east-london,end_of_journey,37,AT_RISK,training_update_applied,2026-05-22
RTR-JNY-04404-mid,JNY-04404,CUS-04404,ADV-0202,south-east-london,mid_journey,32,AT_RISK,call_today_mh_referral,2026-05-05
RTR-JNY-04404-end,JNY-04404,CUS-04404,ADV-0202,south-east-london,end_of_journey,49,AT_RISK,training_update_applied,2026-08-03
RTR-JNY-04405-mid,JNY-04405,CUS-04405,ADV-0129,south-yorkshire,mid_journey,12,AT_RISK,call_today_mh_referral,2026-02-06
RTR-JNY-04406-mid,JNY-04406,CUS-04406,ADV-0023,derbyshire-notts,mid_journey,91,ON_TRACK,light_touch,2025-12-26
RTR-JNY-04406-end,JNY-04406,CUS-04406,ADV-0023,derbyshire-notts,end_of_journey,94,ON_TRACK,training_update_applied,2026-03-26
RTR-JNY-04407-mid,JNY-04407,CUS-04407,ADV-0227,wales,mid_journey,15,AT_RISK,call_today_mh_referral,2025-11-06
RTR-JNY-04408-mid,JNY-04408,CUS-04408,ADV-0202,south-east-london,mid_journey,20,AT_RISK,call_today_mh_referral,2026-03-01
RTR-JNY-04409-mid,JNY-04409,CUS-04409,ADV-0034,south-yorkshire,mid_journey,25,AT_RISK,call_today_mh_referral,2025-11-20
RTR-JNY-04410-mid,JNY-04410,CUS-04410,ADV-0215,north-london,mid_journey,93,ON_TRACK,light_touch,2026-01-12
RTR-JNY-04410-end,JNY-04410,CUS-04410,ADV-0215,north-london,end_of_journey,96,ON_TRACK,training_update_applied,2026-04-12
RTR-JNY-04411-mid,JNY-04411,CUS-04411,ADV-0246,south-east-london,mid_journey,27,AT_RISK,call_today_mh_referral,2026-04-07
RTR-JNY-04412-mid,JNY-04412,CUS-04412,ADV-0138,south-yorkshire,mid_journey,45,AT_RISK,call_today_mh_referral,2026-02-16
RTR-JNY-04412-end,JNY-04412,CUS-04412,ADV-0138,south-yorkshire,end_of_journey,60,DRIFTING,training_update_applied,2026-05-17
RTR-JNY-04413-mid,JNY-04413,CUS-04413,ADV-0207,south-east-london,mid_journey,19,AT_RISK,call_today_mh_referral,2026-04-17
RTR-JNY-04414-mid,JNY-04414,CUS-04414,ADV-0221,south-east-london,mid_journey,21,AT_RISK,call_today_mh_referral,2025-10-21
RTR-JNY-04415-mid,JNY-04415,CUS-04415,ADV-0141,north-london,mid_journey,27,AT_RISK,call_today_mh_referral,2026-05-21
RTR-JNY-04415-end,JNY-04415,CUS-04415,ADV-0141,north-london,end_of_journey,46,AT_RISK,training_update_applied,2026-08-19
RTR-JNY-04416-mid,JNY-04416,CUS-04416,ADV-0175,south-yorkshire,mid_journey,19,AT_RISK,call_today_mh_referral,2025-12-05
RTR-JNY-04417-mid,JNY-04417,CUS-04417,ADV-0147,south-east-london,mid_journey,20,AT_RISK,call_today_mh_referral,2026-05-09
RTR-JNY-04417-end,JNY-04417,CUS-04417,ADV-0147,south-east-london,end_of_journey,36,AT_RISK,training_update_applied,2026-08-07
RTR-JNY-04418-mid,JNY-04418,CUS-04418,ADV-0175,south-yorkshire,mid_journey,17,AT_RISK,call_today_mh_referral,2026-06-16
RTR-JNY-04419-mid,JNY-04419,CUS-04419,ADV-0041,south-east-london,mid_journey,20,AT_RISK,call_today_mh_referral,2025-11-14
RTR-JNY-04420-mid,JNY-04420,CUS-04420,ADV-0060,derbyshire-notts,mid_journey,60,DRIFTING,in_person_48h,2026-04-07
RTR-JNY-04420-end,JNY-04420,CUS-04420,ADV-0060,derbyshire-notts,end_of_journey,68,DRIFTING,training_update_applied,2026-07-06
RTR-JNY-04421-mid,JNY-04421,CUS-04421,ADV-0237,south-east-london,mid_journey,23,AT_RISK,call_today_mh_referral,2026-03-30
RTR-JNY-04421-end,JNY-04421,CUS-04421,ADV-0237,south-east-london,end_of_journey,45,AT_RISK,training_update_applied,2026-06-28
RTR-JNY-04422-mid,JNY-04422,CUS-04422,ADV-0106,north-london,mid_journey,58,DRIFTING,in_person_48h,2025-11-04
RTR-JNY-04422-end,JNY-04422,CUS-04422,ADV-0106,north-london,end_of_journey,68,DRIFTING,training_update_applied,2026-02-02
RTR-JNY-04423-mid,JNY-04423,CUS-04423,ADV-0138,south-yorkshire,mid_journey,30,AT_RISK,call_today_mh_referral,2025-12-28
RTR-JNY-04424-mid,JNY-04424,CUS-04424,ADV-0065,south-east-london,mid_journey,22,AT_RISK,call_today_mh_referral,2025-11-29
RTR-JNY-04425-mid,JNY-04425,CUS-04425,ADV-0035,north-london,mid_journey,15,AT_RISK,call_today_mh_referral,2026-03-03
RTR-JNY-04425-end,JNY-04425,CUS-04425,ADV-0035,north-london,end_of_journey,34,AT_RISK,training_update_applied,2026-06-01
RTR-JNY-04426-mid,JNY-04426,CUS-04426,ADV-0132,derbyshire-notts,mid_journey,61,DRIFTING,in_person_48h,2026-03-09
RTR-JNY-04426-end,JNY-04426,CUS-04426,ADV-0132,derbyshire-notts,end_of_journey,72,DRIFTING,training_update_applied,2026-06-07
RTR-JNY-04427-mid,JNY-04427,CUS-04427,ADV-0023,derbyshire-notts,mid_journey,56,DRIFTING,in_person_48h,2026-04-27
RTR-JNY-04427-end,JNY-04427,CUS-04427,ADV-0023,derbyshire-notts,end_of_journey,62,DRIFTING,training_update_applied,2026-07-26
RTR-JNY-04428-mid,JNY-04428,CUS-04428,ADV-0195,south-east-london,mid_journey,88,ON_TRACK,light_touch,2025-12-11
RTR-JNY-04428-end,JNY-04428,CUS-04428,ADV-0195,south-east-london,end_of_journey,97,ON_TRACK,training_update_applied,2026-03-11
RTR-JNY-04429-mid,JNY-04429,CUS-04429,ADV-0172,south-yorkshire,mid_journey,26,AT_RISK,call_today_mh_referral,2026-02-28
RTR-JNY-04429-end,JNY-04429,CUS-04429,ADV-0172,south-yorkshire,end_of_journey,48,AT_RISK,training_update_applied,2026-05-29
RTR-JNY-04430-mid,JNY-04430,CUS-04430,ADV-0081,south-yorkshire,mid_journey,56,DRIFTING,in_person_48h,2026-02-10
RTR-JNY-04430-end,JNY-04430,CUS-04430,ADV-0081,south-yorkshire,end_of_journey,63,DRIFTING,training_update_applied,2026-05-11
RTR-JNY-04431-mid,JNY-04431,CUS-04431,ADV-0175,south-yorkshire,mid_journey,25,AT_RISK,call_today_mh_referral,2026-03-26
RTR-JNY-04431-end,JNY-04431,CUS-04431,ADV-0175,south-yorkshire,end_of_journey,40,AT_RISK,training_update_applied,2026-06-24
RTR-JNY-04432-mid,JNY-04432,CUS-04432,ADV-0004,south-east-london,mid_journey,24,AT_RISK,call_today_mh_referral,2026-03-10
RTR-JNY-04432-end,JNY-04432,CUS-04432,ADV-0004,south-east-london,end_of_journey,44,AT_RISK,training_update_applied,2026-06-08
RTR-JNY-04433-mid,JNY-04433,CUS-04433,ADV-0169,south-east-london,mid_journey,56,DRIFTING,in_person_48h,2026-04-20
RTR-JNY-04434-mid,JNY-04434,CUS-04434,ADV-0017,south-east-london,mid_journey,23,AT_RISK,call_today_mh_referral,2026-03-19
RTR-JNY-04434-end,JNY-04434,CUS-04434,ADV-0017,south-east-london,end_of_journey,45,AT_RISK,training_update_applied,2026-06-17
RTR-JNY-04435-mid,JNY-04435,CUS-04435,ADV-0077,south-east-london,mid_journey,55,DRIFTING,in_person_48h,2026-03-22
RTR-JNY-04435-end,JNY-04435,CUS-04435,ADV-0077,south-east-london,end_of_journey,68,DRIFTING,training_update_applied,2026-06-20
RTR-JNY-04436-mid,JNY-04436,CUS-04436,ADV-0144,south-east-london,mid_journey,18,AT_RISK,call_today_mh_referral,2026-02-18
RTR-JNY-04437-mid,JNY-04437,CUS-04437,ADV-0111,wales,mid_journey,13,AT_RISK,call_today_mh_referral,2025-12-23
RTR-JNY-04437-end,JNY-04437,CUS-04437,ADV-0111,wales,end_of_journey,30,AT_RISK,training_update_applied,2026-03-23
RTR-JNY-04438-mid,JNY-04438,CUS-04438,ADV-0229,derbyshire-notts,mid_journey,25,AT_RISK,call_today_mh_referral,2026-01-30
RTR-JNY-04439-mid,JNY-04439,CUS-04439,ADV-0172,south-yorkshire,mid_journey,57,DRIFTING,in_person_48h,2025-12-31
RTR-JNY-04439-end,JNY-04439,CUS-04439,ADV-0172,south-yorkshire,end_of_journey,63,DRIFTING,training_update_applied,2026-03-31
RTR-JNY-04440-mid,JNY-04440,CUS-04440,ADV-0055,wales,mid_journey,91,ON_TRACK,light_touch,2026-05-17
RTR-JNY-04440-end,JNY-04440,CUS-04440,ADV-0055,wales,end_of_journey,99,ON_TRACK,training_update_applied,2026-08-15
RTR-JNY-04441-mid,JNY-04441,CUS-04441,ADV-0074,south-yorkshire,mid_journey,18,AT_RISK,call_today_mh_referral,2026-06-16
RTR-JNY-04442-mid,JNY-04442,CUS-04442,ADV-0124,north-london,mid_journey,60,DRIFTING,in_person_48h,2026-02-25
RTR-JNY-04442-end,JNY-04442,CUS-04442,ADV-0124,north-london,end_of_journey,73,DRIFTING,training_update_applied,2026-05-26
RTR-JNY-04443-mid,JNY-04443,CUS-04443,ADV-0131,south-yorkshire,mid_journey,90,ON_TRACK,light_touch,2026-05-07
RTR-JNY-04443-end,JNY-04443,CUS-04443,ADV-0131,south-yorkshire,end_of_journey,99,ON_TRACK,training_update_applied,2026-08-05
RTR-JNY-04444-mid,JNY-04444,CUS-04444,ADV-0089,south-east-london,mid_journey,61,DRIFTING,in_person_48h,2026-05-03
RTR-JNY-04444-end,JNY-04444,CUS-04444,ADV-0089,south-east-london,end_of_journey,72,DRIFTING,training_update_applied,2026-08-01
RTR-JNY-04445-mid,JNY-04445,CUS-04445,ADV-0197,south-east-london,mid_journey,30,AT_RISK,call_today_mh_referral,2026-06-04
RTR-JNY-04445-end,JNY-04445,CUS-04445,ADV-0197,south-east-london,end_of_journey,45,AT_RISK,training_update_applied,2026-09-02
